DISTRICT,DISTNAME,DPNT504C,DPNT504P,DPNTALLC,DPNTASIC,DPNTASIP,DPNTBLAC,DPNTBLAP,DPNTDSLC,DPNTDSLP,DPNTECOC,DPNTECOP,DPNTFEMC,DPNTFEMP,DPNTFOSC,DPNTFOSP,DPNTHISC,DPNTHISP,DPNTHOMC,DPNTHOMP,DPNTIMMC,DPNTIMMP,DPNTINDC,DPNTINDP,DPNTLEPC,DPNTLEPP,DPNTMALC,DPNTMALP,DPNTMIGC,DPNTMIGP,DPNTMLCC,DPNTMLCP,DPNTNEDC,DPNTNEDP,DPNTPCIC,DPNTPCIP,DPNTRSKC,DPNTRSKP,DPNTTT1C,DPNTTT1P,DPNTTWOC,DPNTTWOP,DPNTWHIC,DPNTWHIP
"'187906","LEGGETT ISD",7,3.4,204,0,0,25,12.3,7,3.4,185,90.7,97,47.5,0,0,45,22.1,4,2,0,0,1,0.5,7,3.4,107,52.5,0,0,0,0,19,9.3,0,0,34,16.7,203,99.5,5,2.5,128,62.7
"'187907","LIVINGSTON ISD",387,10.2,3804,26,0.7,346,9.1,120,3.2,2307,60.6,1812,47.6,1,0,985,25.9,85,2.2,5,0.1,12,0.3,366,9.6,1992,52.4,0,0,4,0.1,1497,39.4,1,0,1798,47.3,1864,49,154,4,2280,59.9
"'187910","ONALASKA ISD",44,3.7,1180,17,1.4,31,2.6,38,3.2,914,77.5,595,50.4,0,0,113,9.6,0,0,3,0.3,5,0.4,18,1.5,585,49.6,0,0,0,0,266,22.5,0,0,240,20.3,1172,99.3,34,2.9,980,83.1
"'188901","AMARILLO ISD",1456,4.6,31388,1611,5.1,3315,10.6,1487,4.7,20973,66.8,15425,49.1,65,0.2,14650,46.7,1307,4.2,301,1,125,0.4,4951,15.8,15963,50.9,86,0.3,209,0.7,10415,33.2,45,0.1,15574,49.6,24925,79.4,935,3,10707,34.1
"'188902","RIVER ROAD ISD",113,8.9,1272,11,0.9,16,1.3,81,6.4,786,61.8,636,50,11,0.9,349,27.4,31,2.4,0,0,6,0.5,55,4.3,636,50,0,0,70,5.5,486,38.2,1,0.1,585,46,546,42.9,38,3,851,66.9
"'188903","HIGHLAND PARK ISD",83,9.4,886,52,5.9,20,2.3,94,10.6,415,46.8,458,51.7,11,1.2,387,43.7,14,1.6,0,0,7,0.8,70,7.9,428,48.3,0,0,16,1.8,471,53.2,0,0,375,42.3,886,100,26,2.9,394,44.5
"'188904","BUSHLAND ISD",183,12.6,1448,7,0.5,12,0.8,148,10.2,285,19.7,723,49.9,8,0.6,231,16,13,0.9,0,0,3,0.2,13,0.9,725,50.1,2,0.1,114,7.9,1163,80.3,1,0.1,347,24,493,34,39,2.7,1155,79.8
"'189901","MARFA ISD",0,0,294,1,0.3,2,0.7,22,7.5,293,99.7,142,48.3,0,0,256,87.1,0,0,12,4.1,0,0,76,25.9,152,51.7,0,0,4,1.4,1,0.3,0,0,121,41.2,294,100,2,0.7,33,11.2
"'189902","PRESIDIO ISD",10,0.9,1058,16,1.5,0,0,0,0,989,93.5,500,47.3,0,0,1035,97.8,0,0,49,4.6,1,0.1,566,53.5,558,52.7,3,0.3,0,0,69,6.5,0,0,666,62.9,1058,100,1,0.1,5,0.5
"'190903","RAINS ISD",228,13.3,1709,6,0.4,45,2.6,197,11.5,1059,62,802,46.9,18,1.1,315,18.4,24,1.4,4,0.2,13,0.8,112,6.6,907,53.1,0,0,132,7.7,650,38,1,0.1,891,52.1,1709,100,50,2.9,1279,74.8
"'191901","CANYON ISD",848,8.2,10324,163,1.6,285,2.8,455,4.4,3092,29.9,5040,48.8,60,0.6,2839,27.5,53,0.5,23,0.2,64,0.6,260,2.5,5284,51.2,2,0,142,1.4,7232,70.1,15,0.1,3184,30.8,2423,23.5,242,2.3,6716,65.1
"'192901","REAGAN COUNTY ISD",65,7.8,837,7,0.8,0,0,56,6.7,558,66.7,396,47.3,1,0.1,695,83,41,4.9,11,1.3,0,0,132,15.8,441,52.7,12,1.4,15,1.8,279,33.3,0,0,516,61.6,587,70.1,8,1,127,15.2
"'193801","BIG SPRINGS CHARTER SCHOOL",10,4.3,235,0,0,8,3.4,9,3.8,184,78.3,105,44.7,113,48.1,115,48.9,3,1.3,0,0,0,0,9,3.8,130,55.3,5,2.1,0,0,51,21.7,1,0.4,202,86,234,99.6,4,1.7,107,45.5
"'193902","LEAKEY ISD",28,9.8,286,0,0,0,0,26,9.1,171,59.8,131,45.8,0,0,103,36,0,0,0,0,0,0,18,6.3,155,54.2,0,0,1,0.3,115,40.2,0,0,49,17.1,286,100,10,3.5,173,60.5
"'194902","AVERY ISD",32,9.9,322,0,0,3,0.9,26,8.1,191,59.3,161,50,0,0,33,10.2,14,4.3,0,0,7,2.2,8,2.5,161,50,0,0,10,3.1,131,40.7,0,0,101,31.4,322,100,24,7.5,255,79.2
"'194903","RIVERCREST ISD",77,11.7,657,2,0.3,32,4.9,55,8.4,399,60.7,312,47.5,2,0.3,109,16.6,4,0.6,3,0.5,2,0.3,40,6.1,345,52.5,0,0,5,0.8,258,39.3,0,0,250,38.1,321,48.9,34,5.2,478,72.8
"'194904","CLARKSVILLE ISD",42,8.7,481,0,0,244,50.7,36,7.5,465,96.7,237,49.3,3,0.6,115,23.9,11,2.3,4,0.8,1,0.2,43,8.9,244,50.7,2,0.4,0,0,16,3.3,0,0,349,72.6,481,100,45,9.4,76,15.8
"'194905","DETROIT ISD",77,14.9,516,1,0.2,26,5,61,11.8,359,69.6,255,49.4,0,0,27,5.2,4,0.8,0,0,6,1.2,3,0.6,261,50.6,3,0.6,1,0.2,157,30.4,0,0,225,43.6,516,100,23,4.5,433,83.9
"'195901","PECOS-BARSTOW-TOYAH ISD",77,2.9,2697,30,1.1,20,0.7,52,1.9,1748,64.8,1311,48.6,1,0,2466,91.4,0,0,0,0,7,0.3,393,14.6,1386,51.4,0,0,3,0.1,949,35.2,0,0,1185,43.9,2697,100,5,0.2,169,6.3
"'195902","BALMORHEA ISD",5,3.2,155,0,0,0,0,1,0.6,138,89,75,48.4,0,0,140,90.3,1,0.6,0,0,0,0,12,7.7,80,51.6,0,0,10,6.5,17,11,0,0,98,63.2,155,100,0,0,15,9.7
"'196901","AUSTWELL-TIVOLI ISD",5,3.6,137,0,0,2,1.5,6,4.4,73,53.3,71,51.8,0,0,107,78.1,4,2.9,2,1.5,0,0,5,3.6,66,48.2,0,0,0,0,64,46.7,0,0,54,39.4,120,87.6,0,0,28,20.4
"'196902","WOODSBORO ISD",51,11.9,428,3,0.7,16,3.7,17,4,268,62.6,215,50.2,10,2.3,236,55.1,17,4,0,0,0,0,1,0.2,213,49.8,1,0.2,17,4,160,37.4,0,0,244,57,238,55.6,2,0.5,171,40
"'196903","REFUGIO ISD",84,12.3,682,0,0,62,9.1,55,8.1,443,65,329,48.2,2,0.3,466,68.3,8,1.2,0,0,3,0.4,37,5.4,353,51.8,0,0,0,0,239,35,0,0,381,55.9,681,99.9,7,1,144,21.1
"'197902","MIAMI ISD",23,11.8,195,0,0,0,0,21,10.8,71,36.4,102,52.3,0,0,31,15.9,1,0.5,0,0,1,0.5,3,1.5,93,47.7,0,0,0,0,124,63.6,0,0,29,14.9,195,100,3,1.5,160,82.1
"'198901","BREMOND ISD",41,8.3,494,6,1.2,69,14,35,7.1,243,49.2,246,49.8,12,2.4,74,15,0,0,1,0.2,0,0,20,4,248,50.2,1,0.2,1,0.2,251,50.8,0,0,96,19.4,249,50.4,13,2.6,332,67.2
"'198902","CALVERT ISD",4,2.8,143,1,0.7,110,76.9,0,0,135,94.4,70,49,0,0,23,16.1,0,0,0,0,0,0,9,6.3,73,51,0,0,0,0,8,5.6,0,0,27,18.9,143,100,2,1.4,7,4.9
"'198903","FRANKLIN ISD",184,14.6,1257,15,1.2,88,7,95,7.6,484,38.5,586,46.6,2,0.2,227,18.1,6,0.5,0,0,3,0.2,33,2.6,671,53.4,0,0,16,1.3,773,61.5,1,0.1,320,25.5,485,38.6,43,3.4,880,70
"'198905","HEARNE ISD",31,4.3,721,0,0,323,44.8,32,4.4,709,98.3,322,44.7,9,1.2,320,44.4,6,0.8,2,0.3,0,0,124,17.2,399,55.3,0,0,8,1.1,12,1.7,1,0.1,470,65.2,721,100,19,2.6,58,8
"'198906","MUMFORD ISD",8,1.3,615,2,0.3,35,5.7,7,1.1,420,68.3,337,54.8,3,0.5,322,52.4,0,0,5,0.8,0,0,110,17.9,278,45.2,0,0,0,0,195,31.7,0,0,182,29.6,615,100,11,1.8,245,39.8
"'199901","ROCKWALL ISD",1946,11.5,16987,492,2.9,1722,10.1,1460,8.6,4128,24.3,8250,48.6,66,0.4,4017,23.6,11,0.1,69,0.4,123,0.7,1466,8.6,8737,51.4,0,0,362,2.1,12859,75.7,29,0.2,5222,30.7,3012,17.7,722,4.3,9882,58.2
"'199902","ROYSE CITY ISD",651,9.5,6886,79,1.1,574,8.3,488,7.1,2669,38.8,3335,48.4,34,0.5,2383,34.6,3,0,38,0.6,31,0.5,769,11.2,3551,51.6,0,0,333,4.8,4217,61.2,9,0.1,2444,35.5,3121,45.3,232,3.4,3578,52
"'200901","BALLINGER ISD",98,11.5,854,5,0.6,7,0.8,85,10,505,59.1,406,47.5,3,0.4,405,47.4,14,1.6,2,0.2,0,0,16,1.9,448,52.5,0,0,25,2.9,349,40.9,0,0,442,51.8,375,43.9,23,2.7,414,48.5
"'200902","MILES ISD",67,14.3,468,0,0,2,0.4,42,9,194,41.5,229,48.9,0,0,186,39.7,10,2.1,8,1.7,0,0,43,9.2,239,51.1,20,4.3,21,4.5,274,58.5,0,0,215,45.9,258,55.1,3,0.6,277,59.2
"'200904","WINTERS ISD",72,12.9,556,2,0.4,5,0.9,62,11.2,381,68.5,282,50.7,8,1.4,336,60.4,1,0.2,0,0,0,0,19,3.4,274,49.3,0,0,3,0.5,175,31.5,0,0,315,56.7,539,96.9,10,1.8,203,36.5
"'200906","OLFEN ISD",14,9.9,142,0,0,5,3.5,4,2.8,105,73.9,65,45.8,0,0,59,41.5,16,11.3,0,0,0,0,3,2.1,77,54.2,0,0,1,0.7,37,26.1,0,0,90,63.4,138,97.2,3,2.1,75,52.8
"'201902","HENDERSON ISD",281,8.4,3344,21,0.6,621,18.6,103,3.1,2088,62.4,1716,51.3,26,0.8,1088,32.5,5,0.1,33,1,11,0.3,500,15,1628,48.7,0,0,26,0.8,1256,37.6,3,0.1,1595,47.7,2373,71,121,3.6,1479,44.2
"'201903","LANEVILLE ISD",19,11.7,163,0,0,65,39.9,13,8,143,87.7,75,46,7,4.3,51,31.3,0,0,0,0,0,0,23,14.1,88,54,0,0,1,0.6,20,12.3,0,0,100,61.3,162,99.4,9,5.5,38,23.3
"'201904","LEVERETTS CHAPEL ISD",20,8.4,237,0,0,16,6.8,15,6.3,183,77.2,113,47.7,0,0,106,44.7,0,0,0,0,0,0,64,27,124,52.3,0,0,4,1.7,54,22.8,0,0,120,50.6,237,100,11,4.6,104,43.9
"'201907","MOUNT ENTERPRISE ISD",40,9.9,403,6,1.5,39,9.7,39,9.7,275,68.2,208,51.6,0,0,37,9.2,1,0.2,0,0,2,0.5,21,5.2,195,48.4,3,0.7,0,0,128,31.8,2,0.5,160,39.7,185,45.9,15,3.7,302,74.9
"'201908","OVERTON ISD",63,13.2,477,1,0.2,59,12.4,54,11.3,315,66,216,45.3,1,0.2,46,9.6,2,0.4,0,0,3,0.6,7,1.5,261,54.7,0,0,0,0,162,34,0,0,136,28.5,477,100,27,5.7,341,71.5
"'201910","TATUM ISD",132,9,1473,3,0.2,266,18.1,70,4.8,763,51.8,701,47.6,5,0.3,490,33.3,1,0.1,0,0,5,0.3,240,16.3,772,52.4,0,0,2,0.1,710,48.2,0,0,493,33.5,1473,100,39,2.6,670,45.5
"'201913","CARLISLE ISD",45,7.4,612,0,0,31,5.1,43,7,459,75,290,47.4,4,0.7,325,53.1,0,0,0,0,2,0.3,225,36.8,322,52.6,0,0,15,2.5,153,25,0,0,272,44.4,612,100,12,2,242,39.5
"'201914","WEST RUSK COUNTY CONSOLIDATED ISD",82,8,1027,2,0.2,129,12.6,59,5.7,742,72.2,508,49.5,10,1,290,28.2,53,5.2,2,0.2,10,1,124,12.1,519,50.5,1,0.1,1,0.1,285,27.8,1,0.1,552,53.7,581,56.6,40,3.9,555,54
"'202903","HEMPHILL ISD",67,7.6,879,6,0.7,81,9.2,39,4.4,543,61.8,405,46.1,0,0,69,7.8,30,3.4,0,0,7,0.8,16,1.8,474,53.9,0,0,0,0,336,38.2,2,0.2,269,30.6,879,100,69,7.8,645,73.4
"'202905","WEST SABINE ISD",31,5.4,569,0,0,49,8.6,34,6,302,53.1,288,50.6,0,0,25,4.4,11,1.9,0,0,3,0.5,2,0.4,281,49.4,0,0,0,0,267,46.9,0,0,167,29.3,362,63.6,17,3,475,83.5
"'203901","SAN AUGUSTINE ISD",52,7.6,687,1,0.1,363,52.8,35,5.1,603,87.8,333,48.5,3,0.4,169,24.6,0,0,4,0.6,0,0,90,13.1,354,51.5,6,0.9,3,0.4,84,12.2,0,0,508,73.9,687,100,32,4.7,122,17.8
"'203902","BROADDUS ISD",37,10.5,351,0,0,6,1.7,7,2,281,80.1,178,50.7,4,1.1,33,9.4,3,0.9,0,0,0,0,16,4.6,173,49.3,7,2,5,1.4,70,19.9,0,0,87,24.8,351,100,15,4.3,297,84.6
"'204901","COLDSPRING-OAKHURST CISD",112,7.3,1533,4,0.3,243,15.9,58,3.8,953,62.2,725,47.3,4,0.3,183,11.9,19,1.2,3,0.2,3,0.2,22,1.4,808,52.7,0,0,16,1,580,37.8,0,0,513,33.5,1533,100,78,5.1,1022,66.7
"'204904","SHEPHERD ISD",120,6.2,1930,1,0.1,77,4,83,4.3,1292,66.9,915,47.4,7,0.4,724,37.5,92,4.8,4,0.2,2,0.1,363,18.8,1015,52.6,4,0.2,64,3.3,638,33.1,0,0,1211,62.7,1391,72.1,110,5.7,1016,52.6
"'205901","ARANSAS PASS ISD",122,7.4,1645,9,0.5,39,2.4,84,5.1,1264,76.8,821,49.9,12,0.7,1027,62.4,40,2.4,15,0.9,5,0.3,146,8.9,824,50.1,0,0,11,0.7,381,23.2,1,0.1,689,41.9,1645,100,35,2.1,529,32.2
"'205902","GREGORY-PORTLAND ISD",400,8.5,4720,103,2.2,67,1.4,369,7.8,2526,53.5,2245,47.6,23,0.5,2732,57.9,7,0.1,56,1.2,19,0.4,217,4.6,2475,52.4,3,0.1,22,0.5,2194,46.5,9,0.2,1679,35.6,1618,34.3,93,2,1697,36
"'205903","INGLESIDE ISD",173,8.4,2052,11,0.5,31,1.5,145,7.1,1504,73.3,1007,49.1,4,0.2,1123,54.7,11,0.5,13,0.6,12,0.6,174,8.5,1045,50.9,3,0.1,45,2.2,548,26.7,4,0.2,1108,54,2052,100,44,2.1,827,40.3
"'205904","MATHIS ISD",124,8.2,1504,4,0.3,9,0.6,32,2.1,1283,85.3,687,45.7,12,0.8,1323,88,8,0.5,0,0,2,0.1,21,1.4,817,54.3,17,1.1,4,0.3,221,14.7,0,0,718,47.7,1504,100,9,0.6,157,10.4
"'205905","ODEM-EDROY ISD",94,11.1,846,1,0.1,6,0.7,50,5.9,570,67.4,423,50,0,0,713,84.3,12,1.4,0,0,0,0,27,3.2,423,50,0,0,5,0.6,276,32.6,1,0.1,245,29,846,100,6,0.7,119,14.1
"'205906","SINTON ISD",208,10,2074,11,0.5,22,1.1,120,5.8,1418,68.4,1026,49.5,8,0.4,1699,81.9,3,0.1,3,0.1,5,0.2,26,1.3,1048,50.5,2,0.1,5,0.2,656,31.6,0,0,1086,52.4,2072,99.9,10,0.5,327,15.8
"'205907","TAFT ISD",83,8.8,940,0,0,4,0.4,25,2.7,805,85.6,450,47.9,1,0.1,836,88.9,11,1.2,2,0.2,2,0.2,25,2.7,490,52.1,14,1.5,16,1.7,135,14.4,1,0.1,638,67.9,661,70.3,5,0.5,92,9.8
"'206901","SAN SABA ISD",69,9.6,722,2,0.3,1,0.1,64,8.9,530,73.4,352,48.8,7,1,409,56.6,9,1.2,0,0,0,0,144,19.9,370,51.2,3,0.4,14,1.9,192,26.6,1,0.1,341,47.2,722,100,6,0.8,303,42
"'206902","RICHLAND SPRINGS ISD",14,12.5,112,0,0,0,0,8,7.1,72,64.3,48,42.9,2,1.8,26,23.2,0,0,0,0,1,0.9,2,1.8,64,57.1,0,0,7,6.3,40,35.7,0,0,17,15.2,112,100,1,0.9,84,75
"'206903","CHEROKEE ISD",17,13,131,1,0.8,6,4.6,10,7.6,76,58,60,45.8,5,3.8,23,17.6,1,0.8,0,0,1,0.8,0,0,71,54.2,0,0,0,0,55,42,0,0,42,32.1,131,100,2,1.5,98,74.8
"'207901","SCHLEICHER ISD",41,7.9,521,0,0,1,0.2,24,4.6,365,70.1,251,48.2,5,1,385,73.9,13,2.5,3,0.6,0,0,54,10.4,270,51.8,4,0.8,23,4.4,156,29.9,0,0,229,44,521,100,9,1.7,126,24.2
"'208901","HERMLEIGH ISD",23,8.7,265,0,0,7,2.6,12,4.5,95,35.8,137,51.7,0,0,111,41.9,1,0.4,0,0,1,0.4,14,5.3,128,48.3,0,0,0,0,170,64.2,0,0,136,51.3,265,100,7,2.6,139,52.5
"'208902","SNYDER ISD",124,4.8,2610,25,1,47,1.8,58,2.2,1745,66.9,1236,47.4,13,0.5,1714,65.7,25,1,19,0.7,10,0.4,274,10.5,1374,52.6,21,0.8,3,0.1,865,33.1,1,0,1390,53.3,1309,50.2,51,2,762,29.2
"'208903","IRA ISD",18,6.6,273,0,0,2,0.7,20,7.3,64,23.4,130,47.6,0,0,69,25.3,0,0,0,0,0,0,8,2.9,143,52.4,0,0,0,0,209,76.6,0,0,79,28.9,0,0,1,0.4,201,73.6
"'209901","ALBANY ISD",41,8.2,503,2,0.4,13,2.6,18,3.6,212,42.1,246,48.9,6,1.2,78,15.5,8,1.6,0,0,2,0.4,10,2,257,51.1,0,0,13,2.6,291,57.9,1,0.2,223,44.3,503,100,19,3.8,388,77.1
"'209902","MORAN ISD",14,11.9,118,0,0,2,1.7,12,10.2,109,92.4,62,52.5,0,0,11,9.3,15,12.7,0,0,0,0,0,0,56,47.5,0,0,0,0,9,7.6,0,0,67,56.8,118,100,1,0.8,104,88.1
"'210901","CENTER ISD",167,6.7,2477,75,3,492,19.9,148,6,1922,77.6,1170,47.2,9,0.4,1110,44.8,9,0.4,12,0.5,6,0.2,776,31.3,1307,52.8,22,0.9,6,0.2,555,22.4,2,0.1,1584,63.9,2477,100,57,2.3,735,29.7
"'210902","JOAQUIN ISD",50,7.5,671,1,0.1,32,4.8,74,11,388,57.8,344,51.3,4,0.6,99,14.8,4,0.6,0,0,2,0.3,48,7.2,327,48.7,4,0.6,13,1.9,283,42.2,0,0,226,33.7,308,45.9,14,2.1,523,77.9
"'210903","SHELBYVILLE ISD",46,6,770,3,0.4,128,16.6,37,4.8,490,63.6,365,47.4,0,0,105,13.6,0,0,0,0,1,0.1,49,6.4,405,52.6,3,0.4,3,0.4,280,36.4,0,0,307,39.9,770,100,22,2.9,511,66.4
"'210904","TENAHA ISD",8,1.6,500,0,0,123,24.6,7,1.4,441,88.2,224,44.8,0,0,227,45.4,72,14.4,1,0.2,0,0,103,20.6,276,55.2,1,0.2,0,0,59,11.8,0,0,277,55.4,500,100,13,2.6,137,27.4
"'210905","TIMPSON ISD",85,13.1,649,1,0.2,154,23.7,38,5.9,424,65.3,326,50.2,3,0.5,104,16,0,0,0,0,0,0,44,6.8,323,49.8,1,0.2,1,0.2,225,34.7,0,0,181,27.9,647,99.7,24,3.7,366,56.4
"'210906","EXCELSIOR ISD",4,5.6,71,0,0,0,0,11,15.5,53,74.6,33,46.5,0,0,7,9.9,0,0,0,0,1,1.4,2,2.8,38,53.5,0,0,0,0,18,25.4,0,0,34,47.9,71,100,3,4.2,60,84.5
"'211901","TEXHOMA ISD",4,3.8,104,0,0,0,0,5,4.8,56,53.8,51,49,0,0,48,46.2,3,2.9,0,0,0,0,33,31.7,53,51,2,1.9,0,0,48,46.2,0,0,56,53.8,104,100,0,0,56,53.8
"'211902","STRATFORD ISD",12,2.1,576,1,0.2,0,0,7,1.2,356,61.8,281,48.8,0,0,361,62.7,0,0,23,4,2,0.3,121,21,295,51.2,32,5.6,0,0,220,38.2,0,0,332,57.6,576,100,14,2.4,198,34.4
"'212801","CUMBERLAND ACADEMY",301,15.3,1961,78,4,291,14.8,195,9.9,910,46.4,1010,51.5,0,0,550,28,0,0,0,0,5,0.3,137,7,951,48.5,0,0,20,1,1051,53.6,2,0.1,544,27.7,1041,53.1,73,3.7,962,49.1
"'212804","UT TYLER UNIVERSITY ACADEMY",85,10.3,827,39,4.7,52,6.3,59,7.1,314,38,408,49.3,1,0.1,141,17,17,2.1,5,0.6,5,0.6,13,1.6,419,50.7,1,0.1,34,4.1,513,62,1,0.1,260,31.4,258,31.2,39,4.7,550,66.5
"'212901","ARP ISD",96,11,876,4,0.5,108,12.3,62,7.1,487,55.6,424,48.4,6,0.7,112,12.8,10,1.1,0,0,1,0.1,26,3,452,51.6,0,0,2,0.2,389,44.4,0,0,265,30.3,876,100,64,7.3,587,67
"'212902","BULLARD ISD",317,11.9,2675,10,0.4,93,3.5,130,4.9,917,34.3,1325,49.5,13,0.5,209,7.8,3,0.1,0,0,6,0.2,66,2.5,1350,50.5,0,0,32,1.2,1758,65.7,2,0.1,855,32,1457,54.5,74,2.8,2281,85.3
"'212903","LINDALE ISD",422,10.2,4148,57,1.4,242,5.8,251,6.1,1698,40.9,2039,49.2,28,0.7,714,17.2,24,0.6,15,0.4,30,0.7,155,3.7,2109,50.8,0,0,166,4,2450,59.1,2,0,1336,32.2,4148,100,184,4.4,2919,70.4
"'212904","TROUP ISD",127,12.4,1023,3,0.3,123,12,60,5.9,525,51.3,492,48.1,7,0.7,134,13.1,3,0.3,0,0,3,0.3,41,4,531,51.9,0,0,10,1,498,48.7,2,0.2,571,55.8,1023,100,33,3.2,725,70.9
"'212905","TYLER ISD",1866,10.5,17721,240,1.4,4816,27.2,1274,7.2,13537,76.4,8625,48.7,36,0.2,8429,47.6,183,1,80,0.5,52,0.3,4253,24,9096,51.3,0,0,151,0.9,4184,23.6,5,0,11227,63.4,17721,100,489,2.8,3690,20.8
"'212906","WHITEHOUSE ISD",594,12.3,4818,151,3.1,623,12.9,406,8.4,2249,46.7,2343,48.6,43,0.9,742,15.4,43,0.9,34,0.7,8,0.2,213,4.4,2475,51.4,0,0,131,2.7,2569,53.3,5,0.1,1844,38.3,2145,44.5,233,4.8,3056,63.4
"'212909","CHAPEL HILL ISD",367,10.7,3416,20,0.6,585,17.1,288,8.4,2623,76.8,1643,48.1,23,0.7,1756,51.4,48,1.4,14,0.4,3,0.1,824,24.1,1773,51.9,0,0,16,0.5,793,23.2,2,0.1,2341,68.5,1805,52.8,133,3.9,917,26.8
"'212910","WINONA ISD",140,13.3,1053,7,0.7,177,16.8,97,9.2,822,78.1,516,49,16,1.5,367,34.9,2,0.2,2,0.2,1,0.1,182,17.3,537,51,0,0,0,0,231,21.9,2,0.2,669,63.5,0,0,36,3.4,463,44
"'213801","BRAZOS RIVER CHARTER SCHOOL",28,13.5,207,3,1.4,30,14.5,10,4.8,112,54.1,117,56.5,3,1.4,58,28,0,0,0,0,1,0.5,6,2.9,90,43.5,0,0,8,3.9,95,45.9,0,0,156,75.4,207,100,5,2.4,110,53.1
"'213901","GLEN ROSE ISD",209,10.9,1921,19,1,13,0.7,108,5.6,857,44.6,953,49.6,7,0.4,541,28.2,13,0.7,27,1.4,14,0.7,181,9.4,968,50.4,0,0,126,6.6,1064,55.4,0,0,787,41,478,24.9,52,2.7,1282,66.7
"'214901","RIO GRANDE CITY CISD",454,4.5,9997,16,0.2,2,0,489,4.9,9404,94.1,4945,49.5,13,0.1,9968,99.7,11,0.1,34,0.3,1,0,7749,77.5,5052,50.5,948,9.5,23,0.2,593,5.9,0,0,8010,80.1,9997,100,0,0,10,0.1
"'214902","SAN ISIDRO ISD",13,6.6,197,0,0,0,0,1,0.5,196,99.5,99,50.3,0,0,197,100,0,0,2,1,0,0,36,18.3,98,49.7,0,0,9,4.6,1,0.5,0,0,42,21.3,197,100,0,0,0,0
"'214903","ROMA ISD",599,9.9,6060,0,0,0,0,50,0.8,5178,85.4,3007,49.6,1,0,6041,99.7,0,0,36,0.6,0,0,4834,79.8,3053,50.4,95,1.6,0,0,882,14.6,0,0,5099,84.1,6060,100,2,0,17,0.3
"'215901","BRECKENRIDGE ISD",122,8.7,1402,15,1.1,18,1.3,113,8.1,884,63.1,688,49.1,0,0,483,34.5,74,5.3,5,0.4,20,1.4,113,8.1,714,50.9,0,0,0,0,518,36.9,2,0.1,674,48.1,658,46.9,23,1.6,841,60
"'216901","STERLING CITY ISD",26,7.7,338,1,0.3,2,0.6,15,4.4,136,40.2,175,51.8,3,0.9,140,41.4,3,0.9,0,0,0,0,30,8.9,163,48.2,0,0,2,0.6,202,59.8,0,0,136,40.2,324,95.9,5,1.5,190,56.2
"'217901","ASPERMONT ISD",18,8.5,213,5,2.3,2,0.9,11,5.2,122,57.3,113,53.1,0,0,58,27.2,17,8,0,0,0,0,4,1.9,100,46.9,0,0,2,0.9,91,42.7,0,0,118,55.4,104,48.8,1,0.5,147,69
"'218901","SONORA ISD",9,1.3,699,2,0.3,0,0,25,3.6,390,55.8,322,46.1,3,0.4,531,76,4,0.6,6,0.9,0,0,110,15.7,377,53.9,1,0.1,1,0.1,309,44.2,0,0,387,55.4,699,100,3,0.4,163,23.3
"'219901","HAPPY ISD",31,11.5,269,0,0,2,0.7,15,5.6,100,37.2,115,42.8,1,0.4,44,16.4,0,0,0,0,0,0,11,4.1,154,57.2,0,0,0,0,169,62.8,0,0,87,32.3,269,100,4,1.5,219,81.4
"'219903","TULIA ISD",83,8.7,950,0,0,70,7.4,49,5.2,792,83.4,456,48,7,0.7,639,67.3,14,1.5,4,0.4,1,0.1,77,8.1,494,52,0,0,3,0.3,158,16.6,1,0.1,492,51.8,948,99.8,14,1.5,225,23.7
"'219905","KRESS ISD",29,10.5,277,0,0,19,6.9,29,10.5,198,71.5,122,44,0,0,152,54.9,0,0,0,0,0,0,15,5.4,155,56,0,0,0,0,79,28.5,4,1.4,165,59.6,277,100,1,0.4,101,36.5
"'220801","TREETOPS SCHOOL INTERNATIONAL",6,1.5,391,20,5.1,38,9.7,0,0,84,21.5,209,53.5,0,0,90,23,0,0,0,0,1,0.3,6,1.5,182,46.5,0,0,1,0.3,307,78.5,1,0.3,14,3.6,0,0,40,10.2,201,51.4
"'220802","ARLINGTON CLASSICS ACADEMY",131,8.5,1542,195,12.6,329,21.3,24,1.6,317,20.6,812,52.7,1,0.1,324,21,0,0,0,0,2,0.1,102,6.6,730,47.3,0,0,18,1.2,1225,79.4,1,0.1,321,20.8,68,4.4,102,6.6,589,38.2
"'220809","FORT WORTH ACADEMY OF FINE ARTS",60,9.4,635,27,4.3,103,16.2,24,3.8,90,14.2,491,77.3,0,0,130,20.5,0,0,0,0,0,0,20,3.1,144,22.7,0,0,11,1.7,545,85.8,0,0,61,9.6,38,6,45,7.1,330,52
"'220810","WESTLAKE ACADEMY CHARTER SCHOOL",106,12.3,865,154,17.8,52,6,38,4.4,15,1.7,432,49.9,0,0,127,14.7,0,0,4,0.5,4,0.5,12,1.4,433,50.1,0,0,37,4.3,850,98.3,0,0,23,2.7,0,0,57,6.6,471,54.5
"'220811","EAST FORT WORTH MONTESSORI ACADEMY",3,1.4,220,2,0.9,102,46.4,1,0.5,162,73.6,109,49.5,0,0,86,39.1,0,0,0,0,0,0,65,29.5,111,50.5,0,0,0,0,58,26.4,0,0,128,58.2,219,99.5,9,4.1,21,9.5
