DISTRICT,D20GR13N,D20GR13R,D30GR13N,D30GR13R,D40GR13N,D40GR13R,DA0GH13N,DA0GH13R,DA0GM13N,DA0GM13R,DA0GR13N,DA0GR13R,DAPID14N,DAPID14R,DAUND13C,DAUND13R,DB0GR13N,DB0GR13R,DH0GR13N,DH0GR13R,DI0GR13N,DI0GR13R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR13N,DS0GR13R,DW0GR13N,DW0GR13R
'189902,0,0,3,3.1,0,0,75,78.099999999999994,21,21.9,96,100,0,0,3,0.4,0,0,92,95.8,0,0,196,14.4,11.1,8.3000000000000007,7.9,4,3.8,2.4,6.7,1.7,11.2,0,0,0,0,8.3000000000000007,0,0,0,50,1403,31,2.2,753,53.7,1,0.1,20,1.3,1231,87.7,93,6.6,76,5.4,98,7,97,6.9,114,8.1,89,6.3,108,7.7,107,7.6,127,9.1,120,8.6,98,7,91,6.5,0,0,66,4.7,102,7.3,83,5.9,1342,95.7,0,0,753,53.7,172,12.3,0,0,1052,75,84,6,4,0.3,304,21.7,25,1.8,4,4.2,1,1
'190903,1,1,1,1,0,0,95,92.2,8,7.8,103,100,0,0,0,0,3,2.9,17,16.5,0,0,224,14.1,6.9,3.8,0,3.1,0,0,0,1.8,2.7,0,0,0,5.6,0,0,0,0,15.4,1613,8,0.5,83,5.1,38,2.4,50,2.8,942,58.4,125,7.7,110,6.8,114,7.1,126,7.8,121,7.5,132,8.2,110,6.8,128,7.9,139,8.6,129,8,121,7.5,95,5.9,1,0.1,111,6.9,119,7.4,43,2.7,250,15.5,25,1.5,83,5.1,671,41.6,4,0.2,715,44.3,167,10.4,62,3.8,414,25.7,1226,76,10,9.6999999999999993,81,78.599999999999994
'191901,8,1.3,6,1,0,0,497,79.099999999999994,131,20.9,628,100,0,0,23,0.5,12,1.9,113,18,4,0.6,1465,15.8,0,0.3,0.8,0.3,0.5,0.2,0,0.2,2.5,4.4000000000000004,1.6,1.3,1.4,1.3,6.1,0,5.3,9.9,9386,83,0.9,131,1.4,214,2.3,134,1.3,2673,28.5,708,7.5,703,7.5,691,7.4,723,7.7,746,7.9,700,7.5,711,7.6,744,7.9,711,7.6,726,7.7,668,7.1,661,7,38,0.4,302,3.2,708,7.5,148,1.6,2079,22.2,48,0.5,134,1.4,6713,71.5,4,0,2792,29.7,833,8.9,133,1.4,2222,23.7,6825,72.7,34,5.4,485,77.2
'192901,0,0,0,0,0,0,36,92.3,3,7.7,39,100,0,0,2,0.5,0,0,26,66.7,0,0,94,11.7,3.6,0,1.5,0,1.9,7.7,0,3.4,1.5,0,0,0,0,0,12.5,0,0,0,916,3,0.3,100,10.9,6,0.7,3,0.3,446,48.7,72,7.9,68,7.4,62,6.8,65,7.1,81,8.8,63,6.9,57,6.2,57,6.2,64,7,80,8.7,53,5.8,56,6.1,0,0,25,2.7,74,8.1,64,7,757,82.6,1,0.1,100,10.9,470,51.3,0,0,621,67.8,57,6.2,6,0.7,227,24.8,143,15.6,5,12.8,13,33.299999999999997
'193801,0,0,0,0,0,0,3,33.299999999999997,6,66.7,9,100,0,0,4,2.5,1,11.1,4,44.4,0,0,191,66.3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,186,1,0.5,3,1.6,13,7,0,0,171,91.9,5,2.7,11,5.9,10,5.4,13,7,22,11.8,16,8.6,22,11.8,19,10.2,30,16.1,15,8.1,9,4.8,10,5.4,0,0,0,0,4,2.2,0,0,96,51.6,0,0,4,2.2,15,8.1,1,0.5,156,83.9,94,50.5,0,0,40,21.5,75,40.3,5,55.6,4,44.4
'193902,0,0,0,0,0,0,14,87.5,2,12.5,16,100,0,0,0,0,0,0,6,37.5,0,0,56,21,5,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,50,271,0,0,18,6.6,4,1.5,3,1,162,59.8,19,7,22,8.1,20,7.4,25,9.2,14,5.2,20,7.4,21,7.7,17,6.3,23,8.5,23,8.5,24,8.9,23,8.5,0,0,13,4.8,20,7.4,0,0,109,40.2,2,0.7,18,6.6,109,40.2,0,0,102,37.6,24,8.9,5,1.8,111,41,151,55.7,2,12.5,10,62.5
'194902,1,2.7,1,2.7,0,0,32,86.5,5,13.5,37,100,0,0,0,0,0,0,2,5.4,0,0,49,13.1,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,1,0.3,7,1.9,3,0.8,0,0,199,53.9,20,5.4,37,10,17,4.6,26,7,27,7.3,15,4.1,37,10,30,8.1,27,7.3,33,8.9,29,7.9,27,7.3,0,0,23,6.2,22,6,22,6,33,8.9,5,1.4,7,1.9,170,46.1,0,0,122,33.1,39,10.6,19,5.1,105,28.5,308,83.5,2,5.4,33,89.2
'194903,0,0,0,0,0,0,35,74.5,12,25.5,47,100,0,0,3,0.9,3,6.4,7,14.9,1,2.1,98,14.2,2.2999999999999998,2.4,4.9000000000000004,4.7,1.9,0,0,0,4.8,15.4,0,7.1,0,0,0,0,0,16.7,702,2,0.3,19,2.7,31,4.4,11,1.4,416,59.3,48,6.8,58,8.3,45,6.4,52,7.4,52,7.4,63,9,55,7.8,49,7,61,8.7,53,7.5,58,8.3,39,5.6,0,0,78,11.1,59,8.4,10,1.4,75,10.7,7,1,19,2.7,286,40.7,0,0,372,53,68,9.7,36,5.1,209,29.8,551,78.5,6,12.8,36,76.599999999999994
'194904,1,2.1,0,0,0,0,38,79.2,10,20.8,48,100,0,0,1,0.3,35,72.900000000000006,5,10.4,1,2.1,79,13.5,0,5.0999999999999996,3,0,0,0,2.7,0,11.4,0,0,0,0,0,0,0,0,16.7,610,2,0.3,59,9.7,353,57.9,14,2,554,90.8,34,5.6,43,7,45,7.4,29,4.8,43,7,39,6.4,39,6.4,39,6.4,33,5.4,42,6.9,48,7.9,48,7.9,0,0,38,6.2,63,10.3,65,10.7,133,21.8,4,0.7,61,10,56,9.2,0,0,400,65.6,62,10.2,20,3.3,145,23.8,98,16.1,7,14.6,6,12.5
'194905,0,0,0,0,0,0,13,39.4,20,60.6,33,100,0,0,0,0,5,15.2,1,3,0,0,43,10,8.6999999999999993,0,3.2,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,14.3,506,0,0,5,1,46,9.1,7,1.3,338,66.8,48,9.5,29,5.7,26,5.1,38,7.5,38,7.5,37,7.3,40,7.9,35,6.9,29,5.7,42,8.3,26,5.1,33,6.5,0,0,27,5.3,45,8.9,40,7.9,22,4.3,5,1,5,1,168,33.2,0,0,228,45.1,61,12.1,19,3.8,127,25.1,414,81.8,9,27.3,27,81.8
'195901,0,0,1,0.8,0,0,116,88.5,15,11.5,131,100,0,0,7,0.7,2,1.5,109,83.2,0,0,225,10.8,10.7,6.4,2.9,0,0,0,0,4.3,0,43.8,14.3,0,0,0,0,0,5.9,0,2319,24,1,176,7.6,18,0.8,61,2.5,1648,71.1,224,9.7,180,7.8,171,7.4,165,7.1,193,8.3,170,7.3,167,7.2,158,6.8,190,8.2,138,6,130,5.6,138,6,1,0,146,6.3,204,8.8,90,3.9,2113,91.1,2,0.1,186,8,671,28.9,0,0,995,42.9,200,8.6,6,0.3,573,24.7,156,6.7,11,8.4,19,14.5
'195902,0,0,0,0,0,0,8,80,2,20,10,100,0,0,0,0,0,0,10,100,0,0,17,11,0,18.2,0,0,16.7,11.8,0,0,0,.,0,.,0,50,33.299999999999997,.,0,.,169,0,0,10,5.9,2,1.2,0,0,141,83.4,8,4.7,12,7.1,10,5.9,9,5.3,21,12.4,10,5.9,17,10.1,14,8.3,8,4.7,13,7.7,9,5.3,11,6.5,0,0,5,3,18,10.7,9,5.3,144,85.2,0,0,10,5.9,28,16.6,0,0,102,60.4,14,8.3,0,0,71,42,23,13.6,1,10,0,0
'196901,0,0,0,0,0,0,6,85.7,1,14.3,7,100,0,0,1,1.2,0,0,5,71.400000000000006,0,0,23,14.7,10,0,0,0,0,0,23.1,0,28.6,0,0,0,0,100,0,0,0,0,157,0,0,0,0,2,1.3,0,0,58,36.9,10,6.4,11,7,12,7.6,12,7.6,8,5.1,12,7.6,10,6.4,11,7,17,10.8,12,7.6,17,10.8,9,5.7,0,0,19,12.1,16,10.2,0,0,111,70.7,0,0,0,0,99,63.1,0,0,59,37.6,11,7,0,0,33,21,44,28,0,0,2,28.6
'196902,0,0,1,3.1,0,0,17,53.1,15,46.9,32,100,1,0.2,10,4.0999999999999996,2,6.3,15,46.9,0,0,60,12.7,8.1,3.1,3.6,10,0,0,0,0,14.3,0,0,0,0,0,0,0,0,14.3,512,5,1,0,0,15,2.9,2,0.4,251,49,34,6.6,43,8.4,30,5.9,33,6.4,24,4.7,35,6.8,49,9.6,36,7,38,7.4,40,7.8,35,6.8,40,7.8,9,1.8,57,11.1,44,8.6,22,4.3,256,50,0,0,0,0,261,51,0,0,223,43.6,69,13.5,14,2.7,111,21.7,222,43.4,8,25,14,43.8
'196903,0,0,0,0,0,0,44,84.6,8,15.4,52,100,1,0.1,1,0.3,6,11.5,28,53.8,0,0,75,11.3,4.4000000000000004,0,2,0,3.8,0,0,5,4.8,14.3,11.1,0,0,16.7,0,0,11.1,0,738,2,0.3,28,3.8,86,11.7,13,1.7,416,56.4,74,10,50,6.8,46,6.2,58,7.9,60,8.1,57,7.7,55,7.5,62,8.4,45,6.1,49,6.6,43,5.8,52,7,0,0,31,4.2,74,10,13,1.8,423,57.3,0,0,30,4.1,322,43.6,0,0,361,48.9,69,9.3,9,1.2,89,12.1,218,29.5,8,15.4,18,34.6
'197902,0,0,0,0,0,0,11,84.6,2,15.4,13,100,0,0,0,0,0,0,2,15.4,1,7.7,31,15.3,0,0,0,0,0,0,7.1,0,14.3,0,.,0,0,.,0,0,0,25,212,0,0,0,0,2,0.9,1,0.4,27,12.7,18,8.5,18,8.5,12,5.7,14,6.6,12,5.7,12,5.7,23,10.8,17,8,13,6.1,18,8.5,14,6.6,15,7.1,0,0,5,2.4,16,7.5,10,4.7,28,13.2,2,0.9,0,0,185,87.3,0,0,25,11.8,19,9,2,0.9,47,22.2,178,84,1,7.7,10,76.900000000000006
'198901,0,0,1,2.9,0,0,26,76.5,8,23.5,34,100,0,0,0,0,7,20.6,0,0,0,0,51,12.1,0,5.7,3.6,0,0,0,3.2,9.6999999999999993,0,0,0,0,0,0,0,50,0,16.7,442,3,0.7,9,2,63,14.3,7,1.5,221,50,28,6.3,31,7,35,7.9,32,7.2,27,6.1,27,6.1,35,7.9,35,7.9,30,6.8,40,9,35,7.9,36,8.1,0,0,46,10.4,35,7.9,16,3.6,50,11.3,5,1.1,9,2,221,50,0,0,204,46.2,45,10.2,10,2.3,107,24.2,311,70.4,2,5.9,26,76.5
'198902,0,0,0,0,0,0,11,91.7,1,8.3000000000000007,12,100,0,0,0,0,11,91.7,0,0,0,0,28,19.7,16.7,0,0,11.1,33.299999999999997,11.1,0,0,0,.,0,0,0,0,0,0,0,0,164,0,0,0,0,139,84.8,0,0,134,81.7,23,14,12,7.3,10,6.1,13,7.9,12,7.3,10,6.1,14,8.5,11,6.7,10,6.1,14,8.5,10,6.1,9,5.5,0,0,16,9.8,10,6.1,6,3.7,14,8.5,0,0,0,0,30,18.3,0,0,36,22,19,11.6,4,2.4,29,17.7,7,4.3,2,16.7,1,8.3000000000000007
'198903,0,0,1,1.5,0,0,58,89.2,7,10.8,65,100,0,0,0,0,11,16.899999999999999,4,6.2,0,0,114,11.9,2.8,0,0,0,4.2,0,0,0,7.4,0,0,0,0,0,8.3000000000000007,0,0,6.7,1090,15,1.4,32,2.9,67,6.1,21,1.8,436,40,97,8.9,78,7.2,68,6.2,89,8.2,71,6.5,56,5.1,86,7.9,93,8.5,81,7.4,74,6.8,67,6.1,67,6.1,1,0.1,93,8.5,97,8.9,65,6,175,16.1,0,0,32,2.9,654,60,0,0,305,28,97,8.9,13,1.2,248,22.8,820,75.2,4,6.2,49,75.400000000000006
'198905,0,0,0,0,0,0,49,75.400000000000006,16,24.6,65,100,0,0,3,0.7,36,55.4,24,36.9,1,1.5,210,22.1,12.1,3.6,1.6,0,3.1,0,1.7,0,2.8,18.2,0,0,0,9.1,0,14.3,0,50,932,4,0.4,123,13.2,425,45.6,23,2.1,874,93.8,84,9,89,9.5,55,5.9,70,7.5,68,7.3,72,7.7,69,7.4,65,7,74,7.9,55,5.9,55,5.9,49,5.3,0,0,37,4,63,6.8,64,6.9,383,41.1,3,0.3,127,13.6,58,6.2,0,0,537,57.6,134,14.4,7,0.8,176,18.9,110,11.8,11,16.899999999999999,4,6.2
'198906,1,3,0,0,0,0,32,97,1,3,33,100,0,0,0,0,6,18.2,14,42.4,0,0,55,11.2,5.9,11.1,5.3,6.1,5.3,2.4,2.4,0,12.8,14.3,0,.,0,0,0,0,0,25,595,9,1.5,80,13.4,47,7.9,0,0,429,72.1,46,7.7,45,7.6,38,6.4,35,5.9,42,7.1,44,7.4,43,7.2,40,6.7,44,7.4,22,3.7,32,5.4,34,5.7,0,0,71,11.9,50,8.4,80,13.4,330,55.5,0,0,81,13.6,166,27.9,0,0,209,35.1,45,7.6,7,1.2,73,12.3,202,33.9,4,12.1,12,36.4
'199901,25,2.6,24,2.5,1,0.1,763,79.900000000000006,192,20.100000000000001,955,100,0,0,8,0.1,67,7,159,16.600000000000001,9,0.9,1241,9,2.1,1.3,0.2,0.3,0.6,0.2,0.1,0.4,2.7,6.9,1.6,2,0,0,0,0,0,14.6,14523,393,2.7,1034,7.1,936,6.4,127,0.8,3620,24.9,1004,6.9,1030,7.1,1123,7.7,1137,7.8,1079,7.4,1155,8,1193,8.2,1186,8.2,1244,8.6,1085,7.5,1067,7.3,1008,6.9,20,0.1,1030,7.1,920,6.3,272,1.9,3092,21.3,146,1,1034,7.1,10903,75.1,24,0.2,3760,25.9,1203,8.3,530,3.6,3535,24.3,9402,64.7,68,7.1,670,70.2
'199902,2,0.7,2,0.7,1,0.3,226,75.8,72,24.2,298,100,11,0.2,7,0.3,21,7,79,26.5,2,0.7,604,12.7,4,1.8,0.3,0.3,0.3,0,1.5,1.2,2,12.5,2.8,2.9,0,0,0,0,0,6.9,5008,37,0.7,412,8.2,317,6.3,61,1.2,1948,38.9,410,8.2,382,7.6,357,7.1,381,7.6,404,8.1,387,7.7,392,7.8,366,7.3,395,7.9,374,7.5,354,7.1,285,5.7,5,0.1,559,11.2,410,8.2,106,2.1,1496,29.9,34,0.7,420,8.4,3060,61.1,6,0.1,1617,32.3,374,7.5,112,2.2,1285,25.7,3006,60,18,6,191,64.099999999999994
'200901,3,5.7,0,0,0,0,44,83,9,17,53,100,0,0,0,0,1,1.9,22,41.5,0,0,135,14.9,5.8,1.4,4.3,0,0,1.7,1.8,0,3.2,7.7,0,0,0,0,0,0,0,0,967,3,0.3,17,1.8,11,1.1,36,3.5,577,59.7,71,7.3,63,6.5,81,8.4,70,7.2,70,7.2,62,6.4,67,6.9,57,5.9,88,9.1,93,9.6,60,6.2,61,6.3,0,0,86,8.9,64,6.6,60,6.2,439,45.4,2,0.2,17,1.8,390,40.3,0,0,451,46.6,79,8.2,16,1.7,302,31.2,496,51.3,4,7.5,27,50.9
'200902,0,0,0,0,0,0,37,86,6,14,43,100,0,0,0,0,0,0,14,32.6,0,0,35,8.4,6.7,8,4.8,0,0,0,0,0,7.1,0,0,33.299999999999997,0,0,0,0,0,25,436,2,0.5,22,5,3,0.7,2,0.4,149,34.2,36,8.3,36,8.3,29,6.7,27,6.2,34,7.8,33,7.6,28,6.4,42,9.6,47,10.8,18,4.1,31,7.1,33,7.6,3,0.7,32,7.3,33,7.6,6,1.4,165,37.8,0,0,22,5,287,65.8,0,0,205,47,36,8.3,0,0,101,23.2,266,61,4,9.3000000000000007,29,67.400000000000006
'200904,4,9.5,0,0,0,0,35,83.3,7,16.7,42,100,0,0,1,0.3,0,0,23,54.8,0,0,78,13.6,4.7,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,613,0,0,15,2.4,8,1.3,15,2.2000000000000002,432,70.5,42,6.9,52,8.5,45,7.3,48,7.8,44,7.2,58,9.5,32,5.2,55,9,34,5.5,37,6,45,7.3,33,5.4,0,0,61,10,50,8.2,38,6.2,377,61.5,0,0,20,3.3,181,29.5,0,0,321,52.4,57,9.3,12,2,179,29.2,216,35.2,4,9.5,15,35.700000000000003
'200906,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,20,36.4,0,0,0,0,0,0,20,0,0,.,0,0,0,.,.,0,0,.,64,0,0,1,1.6,5,7.8,0,0,52,81.3,7,10.9,5,7.8,12,18.8,7,10.9,10,15.6,5,7.8,6,9.4,5,7.8,0,0,0,0,0,0,0,0,0,0,0,0,6,9.4,1,1.6,34,53.1,3,4.7,1,1.6,12,18.8,0,0,19,29.7,9,14.1,1,1.6,0,0,21,32.8,.,.,.,.
'201902,4,2,0,0,0,0,152,76,48,24,200,100,4,0.1,0,0,38,19,47,23.5,4,2,388,12.2,8.1,6.5,2.8,0.5,1.3,0,0,0.9,2.2000000000000002,14.3,16.100000000000001,0,0,3.8,8,0,5,6.7,3445,29,0.8,361,10.5,674,19.6,61,1.6,2139,62.1,309,9,282,8.2,273,7.9,238,6.9,240,7,260,7.5,231,6.7,266,7.7,251,7.3,250,7.3,209,6.1,186,5.4,3,0.1,187,5.4,293,8.5,154,4.5,914,26.5,25,0.7,404,11.7,1306,37.9,4,0.1,1671,48.5,268,7.8,62,1.8,792,23,1737,50.4,16,8,107,53.5
'201903,0,0,0,0,0,0,5,71.400000000000006,2,28.6,7,100,0,0,2,3.2,3,42.9,2,28.6,0,0,32,21.3,11.1,0,0,0,8.3000000000000007,0,0,0,0,0,0,0,0,.,0,0,0,0,167,0,0,24,14.4,94,56.3,0,0,159,95.2,13,7.8,15,9,13,7.8,11,6.6,11,6.6,10,6,10,6,7,4.2,10,6,5,3,11,6.6,8,4.8,0,0,11,6.6,13,7.8,30,18,37,22.2,0,0,24,14.4,8,4.8,0,0,133,79.6,20,12,6,3.6,41,24.6,30,18,2,28.6,2,28.6
'201904,0,0,0,0,0,0,8,47.1,9,52.9,17,100,1,0.3,0,0,1,5.9,3,17.600000000000001,0,0,54,21.6,7.4,0,6.7,9.5,0,0,0,0,0,.,.,.,0,0,0,0,.,.,292,0,0,49,16.8,19,6.5,1,0.3,205,70.2,36,12.3,27,9.2,18,6.2,18,6.2,23,7.9,17,5.8,18,6.2,24,8.2,29,9.9,6,2.1,11,3.8,12,4.1,0,0,21,7.2,27,9.2,26,8.9,91,31.2,0,0,49,16.8,87,29.8,0,0,162,55.5,15,5.1,10,3.4,61,20.9,172,58.9,1,5.9,13,76.5
'201907,0,0,0,0,0,0,26,81.3,6,18.8,32,100,0,0,0,0,4,12.5,1,3.1,1,3.1,66,18.3,0,5,3.6,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,366,1,0.3,11,3,52,14.2,3,0.7,186,50.8,35,9.6,24,6.6,23,6.3,29,7.9,24,6.6,22,6,22,6,36,9.8,28,7.7,26,7.1,24,6.6,24,6.6,0,0,50,13.7,29,7.9,20,5.5,29,7.9,2,0.5,11,3,180,49.2,0,0,153,41.8,39,10.7,11,3,108,29.5,271,74,2,6.3,26,81.3
'201908,1,2.7,1,2.7,0,0,30,81.099999999999994,7,18.899999999999999,37,100,2,0.3,0,0,4,10.8,4,10.8,0,0,109,20.5,7.5,2.9,2.6,0,2.9,0,0,0,6.3,50,20,.,0,0,0,0,0,0,541,0,0,5,0.9,73,13.5,4,0.7,323,59.7,39,7.2,42,7.8,40,7.4,40,7.4,41,7.6,34,6.3,41,7.6,44,8.1,48,8.9,37,6.8,33,6.1,34,6.3,0,0,49,9.1,48,8.9,20,3.7,31,5.7,1,0.2,5,0.9,218,40.3,0,0,286,52.9,40,7.4,19,3.5,141,26.1,417,77.1,6,16.2,27,73
'201910,0,0,0,0,0,0,78,84.8,14,15.2,92,100,1,0.1,0,0,23,25,20,21.7,0,0,174,11.1,1.9,1,0,0,6.7,0.8,1.6,0.9,0,0,6.7,0,0,0,0,0,0,16.7,1712,5,0.3,149,8.7,443,25.9,13,0.7,928,54.2,108,6.3,122,7.1,122,7.1,136,7.9,146,8.5,112,6.5,144,8.4,140,8.2,135,7.9,132,7.7,121,7.1,129,7.5,0,0,157,9.2,114,6.7,51,3,409,23.9,6,0.4,154,9,784,45.8,1,0.1,768,44.9,123,7.2,33,1.9,460,26.9,815,47.6,6,6.5,49,53.3
'201913,1,2.8,0,0,0,0,31,86.1,5,13.9,36,100,5,0.7,0,0,1,2.8,17,47.2,0,0,76,12.6,9.1,0,0,0,5.7,0,0,0,0,25,0,0,0,0,0,0,0,0,637,1,0.2,127,19.9,13,2,3,0.4,506,79.4,47,7.4,40,6.3,45,7.1,46,7.2,45,7.1,33,5.2,56,8.8,48,7.5,43,6.8,57,8.9,41,6.4,37,5.8,0,0,19,3,44,6.9,55,8.6,334,52.4,6,0.9,188,29.5,131,20.6,0,0,332,52.1,44,6.9,6,0.9,129,20.3,277,43.5,1,2.8,17,47.2
'201914,0,0,0,0,0,0,47,78.3,13,21.7,60,100,8,0.7,16,3.3,7,11.7,7,11.7,1,1.7,207,20.7,0,0,1.7,1.9,10.5,1.2,4.0999999999999996,3.2,0,0,10,0,0,0,0,0,0,0,1078,0,0,114,10.6,152,14.1,2,0.2,723,67.1,88,8.2,99,9.2,66,6.1,81,7.5,78,7.2,88,8.2,96,8.9,80,7.4,65,6,65,6,74,6.9,66,6.1,1,0.1,31,2.9,70,6.5,61,5.7,256,23.7,6,0.6,114,10.6,355,32.9,0,0,615,57.1,92,8.5,29,2.7,205,19,635,58.9,6,10,45,75
'202903,1,1.8,0,0,0,0,43,76.8,13,23.2,56,100,1,0.1,1,0.2,6,10.7,2,3.6,0,0,147,16.600000000000001,5.7,3.4,2.4,1.5,6.5,1.9,0,0,5,28.6,0,0,0,0,0,0,0,25,895,6,0.7,18,2,91,10.2,3,0.3,537,60,64,7.2,55,6.1,69,7.7,47,5.3,70,7.8,64,7.2,61,6.8,61,6.8,91,10.2,71,7.9,59,6.6,53,5.9,0,0,69,7.7,74,8.3,56,6.3,62,6.9,6,0.7,18,2,358,40,0,0,393,43.9,82,9.2,49,5.5,157,17.5,681,76.1,10,17.899999999999999,47,83.9
'202905,0,0,0,0,0,0,25,64.099999999999994,14,35.9,39,100,0,0,0,0,4,10.3,2,5.0999999999999996,0,0,88,14.3,13.8,3.2,2.5,0,4.3,0,0,4.4000000000000004,4.4000000000000004,0,0,0,20,0,0,0,0,20,684,0,0,9,1.3,59,8.6,0,0,535,78.2,62,9.1,58,8.5,39,5.7,48,7,47,6.9,48,7,42,6.1,63,9.2,45,6.6,55,8,47,6.9,55,8,0,0,58,8.5,49,7.2,26,3.8,27,3.9,3,0.4,9,1.3,149,21.8,0,0,396,57.9,68,9.9,18,2.6,194,28.4,577,84.4,3,7.7,33,84.6
'203901,2,3.6,1,1.8,0,0,46,83.6,9,16.399999999999999,55,100,1,0.1,1,0.3,33,60,9,16.399999999999999,0,0,102,14.2,12.7,4.3,12,2.1,11.7,0,1.8,0,5,14.3,0,0,0,0,0,20,0,0,797,8,1,91,11.4,443,55.6,13,1.5,726,91.1,73,9.2,54,6.8,57,7.2,47,5.9,58,7.3,62,7.8,52,6.5,50,6.3,56,7,53,6.6,44,5.5,32,4,0,0,64,8,64,8,95,11.9,159,19.9,1,0.1,86,10.8,71,8.9,0,0,513,64.4,96,12,21,2.6,177,22.2,165,20.7,9,16.399999999999999,10,18.2
'203902,1,3,0,0,0,0,25,75.8,8,24.2,33,100,1,0.2,0,0,2,6.1,0,0,0,0,109,23.9,8.6,3.1,0,8.3000000000000007,0,0,0,6.5,10.8,16.7,0,0,0,0,0,0,0,.,422,1,0.2,8,1.9,7,1.7,9,1.7,342,81,33,7.8,41,9.7,37,8.8,26,6.2,30,7.1,33,7.8,29,6.9,32,7.6,32,7.6,34,8.1,30,7.1,21,5,0,0,51,12.1,23,5.5,21,5,23,5.5,1,0.2,7,1.7,80,19,0,0,187,44.3,42,10,10,2.4,110,26.1,380,90,5,15.2,30,90.9
'204901,1,0.8,0,0,0,0,103,78,29,22,132,100,1,0.1,1,0.1,31,23.5,8,6.1,2,1.5,340,20.7,5.8,2.2999999999999998,0,0,2.1,0.9,0.9,0,4.5,18.2,8.3000000000000007,0,0,0,0,6.3,0,0,1491,4,0.3,14,0.9,332,22.3,104,5.6,969,65,104,7,106,7.1,101,6.8,104,7,100,6.7,101,6.8,117,7.8,126,8.5,110,7.4,140,9.4,128,8.6,96,6.4,0,0,84,5.6,104,7,54,3.6,120,8,8,0.5,17,1.1,522,35,3,0.2,906,60.8,128,8.6,43,2.9,544,36.5,981,65.8,20,15.2,90,68.2
'204904,0,0,2,1.7,0,0,87,75.7,28,24.3,115,100,0,0,0,0,5,4.3,27,23.5,0,0,338,18.5,8.1,0.9,5.9,0.8,2.2000000000000002,0,0,0,4.5,20,0,6.7,0,0,0,0,0,0,1928,10,0.5,225,11.7,122,6.3,45,2.1,1365,70.8,160,8.3,152,7.9,140,7.3,128,6.6,126,6.5,155,8,162,8.4,137,7.1,150,7.8,133,6.9,111,5.8,113,5.9,1,0.1,81,4.2,147,7.6,113,5.9,509,26.4,6,0.3,226,11.7,563,29.2,0,0,1110,57.6,142,7.4,32,1.7,554,28.7,1249,64.8,23,20,81,70.400000000000006
'205901,2,1.7,2,1.7,0,0,92,79.3,24,20.7,116,100,3,0.1,3,0.4,6,5.2,56,48.3,0,0,335,18.399999999999999,2.2999999999999998,5.4,6.8,0.9,6.3,1.6,1.5,9.3000000000000007,0,0,7.1,0,0,0,0,0,0,0,1873,6,0.3,153,8.2,51,2.7,37,1.8,1322,70.6,143,7.6,151,8.1,146,7.8,164,8.8,144,7.7,138,7.4,149,8,153,8.2,116,6.2,139,7.4,93,5,105,5.6,3,0.2,69,3.7,134,7.2,95,5.1,1096,58.5,9,0.5,160,8.5,551,29.4,1,0.1,866,46.2,191,10.2,36,1.9,441,23.5,674,36,14,12.1,50,43.1
