DISTRICT,D20GR13N,D20GR13R,D30GR13N,D30GR13R,D40GR13N,D40GR13R,DA0GH13N,DA0GH13R,DA0GM13N,DA0GM13R,DA0GR13N,DA0GR13R,DAPID14N,DAPID14R,DAUND13C,DAUND13R,DB0GR13N,DB0GR13R,DH0GR13N,DH0GR13R,DI0GR13N,DI0GR13R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR13N,DS0GR13R,DW0GR13N,DW0GR13R
'014802,2,6.9,0,0,0,0,1,3.4,28,96.6,29,100,0,0,9,5.4,13,44.8,7,24.1,0,0,137,82.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91,1,1.1,0,0,38,41.8,0,0,62,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18.7,28,30.8,27,29.7,19,20.9,0,0,0,0,0,0,0,0,32,35.2,0,0,0,0,29,31.9,1,1.1,90,98.9,6,6.6,3,3.3,26,28.6,16,17.6,3,10.3,7,24.1
'014803,1,6.7,0,0,0,0,12,80,3,20,15,100,2,0.2,3,1.7,1,6.7,3,20,0,0,170,37.700000000000003,2.8,0,0,14.3,13.8,4,5.6,5.6,12.7,0,0,0,0,50,0,0,0,100,885,10,1.1,0,0,145,16.4,0,0,463,52.3,106,12,69,7.8,84,9.5,68,7.7,59,6.7,69,7.8,49,5.5,47,5.3,35,4,44,5,35,4,19,2.1,0,0,0,0,108,12.2,93,10.5,223,25.2,2,0.2,1,0.1,422,47.7,0,0,118,13.3,90,10.2,48,5.4,23,2.6,457,51.6,1,6.7,10,66.7
'014804,5,9.4,0,0,0,0,37,69.8,16,30.2,53,100,3,0.2,4,0.5,0,0,11,20.8,0,0,636,45.8,1.6,1.5,0,0,3.2,4.7,0,0,0,0,6.7,0,0,0,0,8.3000000000000007,7.7,25,1206,22,1.8,10,0.8,66,5.5,0,0,307,25.5,81,6.7,91,7.5,91,7.5,93,7.7,100,8.3,103,8.5,107,8.9,113,9.4,131,10.9,80,6.6,91,7.5,47,3.9,0,0,0,0,78,6.5,0,0,246,20.4,7,0.6,15,1.2,899,74.5,1,0.1,497,41.2,147,12.2,28,2.3,3,0.2,836,69.3,1,1.9,37,69.8
'014901,1,1.3,0,0,0,0,55,68.8,25,31.3,80,100,0,0,1,0.2,2,2.5,21,26.3,0,0,141,12.3,2.4,3.6,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,1270,8,0.6,55,4.3,29,2.3,9,0.7,461,36.3,85,6.7,98,7.7,87,6.9,88,6.9,87,6.9,111,8.7,90,7.1,106,8.3,106,8.3,85,6.7,104,8.2,74,5.8,2,0.2,100,7.9,107,8.4,40,3.1,277,21.8,9,0.7,57,4.5,809,63.7,4,0.3,435,34.3,90,7.1,32,2.5,284,22.4,911,71.7,8,10,56,70
'014902,1,2.6,0,0,0,0,27,69.2,12,30.8,39,100,5,1.1,0,0,3,7.7,28,71.8,0,0,47,12.7,4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,395,0,0,43,10.9,45,11.4,8,1.7,288,72.9,39,9.9,29,7.3,27,6.8,23,5.8,29,7.3,22,5.6,28,7.1,25,6.3,31,7.8,20,5.1,29,7.3,32,8.1,0,0,7,1.8,24,6.1,37,9.4,244,61.8,1,0.3,44,11.1,107,27.1,0,0,249,63,37,9.4,8,2,132,33.4,97,24.6,8,20.5,7,17.899999999999999
'014903,15,2.4,6,1,0,0,447,72.8,167,27.2,614,100,6,0.1,1,0,51,8.3000000000000007,182,29.6,4,0.7,1952,19.399999999999999,4.5999999999999996,0.9,1.1000000000000001,1,0.2,0.5,0.1,0.3,3.3,11.9,3.5,3.8,2.4,0,0,0,3.7,11.8,10305,160,1.6,697,6.8,672,6.5,159,1.4,5195,50.4,813,7.9,743,7.2,766,7.4,763,7.4,742,7.2,785,7.6,823,8,801,7.8,803,7.8,762,7.4,732,7.1,613,5.9,26,0.3,872,8.5,769,7.5,364,3.5,3350,32.5,75,0.7,711,6.9,5110,49.6,24,0.2,4637,45,1082,10.5,384,3.7,2197,21.3,5640,54.7,72,11.7,356,58
'014905,1,2.6,0,0,0,0,21,55.3,17,44.7,38,100,0,0,0,0,1,2.6,13,34.200000000000003,0,0,49,8.4,0,4.3,0,0,2,0,1.8,0,9.3000000000000007,0,100,0,0,0,0,.,0,100,630,3,0.5,19,3,19,3,4,0.6,320,50.8,41,6.5,43,6.8,43,6.8,40,6.3,49,7.8,51,8.1,57,9,58,9.2,47,7.5,36,5.7,67,10.6,41,6.5,3,0.5,42,6.7,41,6.5,13,2.1,196,31.1,1,0.2,19,3,310,49.2,0,0,213,33.8,51,8.1,7,1.1,184,29.2,404,64.1,5,13.2,23,60.5
'014906,88,4.3,88,4.3,19,0.9,1409,69.599999999999994,615,30.4,2024,100,3,0,27,0.2,800,39.5,485,24,5,0.2,12536,30,6.4,3.9,3.5,2.2999999999999998,1.8,0.8,1,1.5,1.1000000000000001,11.7,4.5,3.4,1.7,4.4000000000000004,1.3,2.7,2.6,5.3,41336,1078,2.6,3125,7.6,13904,33.6,982,2.1,23697,57.3,3801,9.2,3403,8.2,3245,7.9,3010,7.3,3041,7.4,2894,7,2837,6.9,2788,6.7,3017,7.3,2456,5.9,2062,5,2018,4.9,132,0.3,1526,3.7,3696,8.9,2936,7.1,11633,28.1,275,0.7,3455,8.4,17639,42.7,655,1.6,21666,52.4,4648,11.2,2867,6.9,6539,15.8,10924,26.4,240,11.9,539,26.6
'014907,0,0,1,1.5,0,0,52,80,13,20,65,100,0,0,0,0,0,0,8,12.3,1,1.5,92,11.2,1.7,3.2,2,2.2000000000000002,1.8,0,0,0,5.4,33.299999999999997,0,0,0,20,0,0,0,0,862,4,0.5,31,3.6,23,2.7,13,1.5,428,49.7,62,7.2,62,7.2,64,7.4,53,6.1,53,6.1,59,6.8,51,5.9,76,8.8,71,8.2,83,9.6,75,8.7,78,9,0,0,66,7.7,45,5.2,30,3.5,237,27.5,4,0.5,31,3.6,434,50.3,1,0.1,342,39.7,62,7.2,7,0.8,301,34.9,586,68,6,9.1999999999999993,55,84.6
'014908,2,1.7,1,0.9,0,0,99,85.3,17,14.7,116,100,0,0,0,0,0,0,20,17.2,1,0.9,165,12.1,0.9,1.2,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,50,1465,13,0.9,100,6.8,14,1,9,0.6,403,27.5,87,5.9,123,8.4,104,7.1,99,6.8,116,7.9,111,7.6,110,7.5,116,7.9,127,8.7,129,8.8,109,7.4,113,7.7,3,0.2,73,5,84,5.7,34,2.3,294,20.1,13,0.9,101,6.9,1062,72.5,1,0.1,485,33.1,86,5.9,31,2.1,374,25.5,1099,75,11,9.5,92,79.3
'014909,13,2.5,14,2.7,0,0,372,72.099999999999994,144,27.9,516,100,0,0,33,0.9,131,25.4,173,33.5,6,1.2,2385,27.2,1.6,1.4,1.2,0.8,0.3,0.2,0.4,0.4,1.5,4.4000000000000004,0,0,1.5,0,0,0,0,8.8000000000000007,8644,136,1.6,837,9.7,2408,27.9,246,2.5,6636,76.8,752,8.7,738,8.5,658,7.6,650,7.5,637,7.4,637,7.4,601,7,582,6.7,709,8.2,497,5.7,413,4.8,391,4.5,23,0.3,707,8.2,718,8.3,638,7.4,3484,40.3,40,0.5,798,9.2,2008,23.2,7,0.1,5094,58.9,764,8.8,258,3,1486,17.2,2311,26.7,105,20.3,179,34.700000000000003
'014910,1,1.2,0,0,0,0,74,87.1,11,12.9,85,100,0,0,1,0.2,0,0,16,18.8,2,2.4,192,14.2,2,10.1,2.5,2.4,3.3,0,0,1.9,8.1,0,20,0,0,0,0,0,0,0,1434,8,0.6,39,2.7,22,1.5,14,0.9,688,48,109,7.6,125,8.7,98,6.8,91,6.3,107,7.5,99,6.9,129,9,116,8.1,117,8.2,115,8,94,6.6,82,5.7,8,0.6,83,5.8,105,7.3,39,2.7,340,23.7,7,0.5,39,2.7,746,52,2,0.1,532,37.1,134,9.3,17,1.2,327,22.8,1038,72.4,6,7.1,66,77.599999999999994
'015801,0,0,0,0,0,0,42,44.2,53,55.8,95,100,0,0,1,0.2,1,1.1000000000000001,90,94.7,0,0,444,74.900000000000006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,303,0,0,1,0.3,8,2.6,0,0,211,69.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,37,79,26.1,65,21.5,47,15.5,0,0,0,0,0,0,0,0,270,89.1,0,0,1,0.3,92,30.4,0,0,197,65,52,17.2,2,0.7,156,51.5,23,7.6,14,14.7,4,4.2
'015802,0,0,0,0,0,0,33,78.599999999999994,9,21.4,42,100,1,0.1,5,1.8,21,50,18,42.9,0,0,233,41.8,6.8,9.1,13.8,0,0,0,0,5,2.9,50,75,0,0,0,0,0,33.299999999999997,50,1313,6,0.5,276,21,395,30.1,0,0,1283,97.7,53,4,52,4,29,2.2,26,2,29,2.2,32,2.4,19,1.4,29,2.2,38,2.9,39,3,34,2.6,47,3.6,0,0,0,0,77,5.9,809,61.6,829,63.1,1,0.1,276,21,30,2.3,1,0.1,1148,87.4,40,3,21,1.6,58,4.4,60,4.6,1,2.4,3,7.1
'015803,0,0,0,0,0,0,2,100,0,0,2,100,0,0,2,2.2000000000000002,0,0,1,50,0,0,63,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,485,0,0,48,9.9,65,13.4,0,0,459,94.6,60,12.4,47,9.7,39,8,27,5.6,36,7.4,28,5.8,24,4.9,18,3.7,5,1,10,2.1,7,1.4,8,1.6,0,0,0,0,66,13.6,110,22.7,402,82.9,2,0.4,48,9.9,26,5.4,1,0.2,81,16.7,28,5.8,5,1,48,9.9,10,2.1,0,0,1,50
'015805,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0.6,.,.,.,.,.,.,111,17.600000000000001,6.8,7.8,1.7,5.6,7.9,0,0,4.7,2,0,0,0,0,0,0,0,22.2,0,615,0,0,62,10.1,8,1.3,0,0,549,89.3,58,9.4,67,10.9,65,10.6,69,11.2,69,11.2,78,12.7,76,12.4,75,12.2,0,0,0,0,0,0,0,0,0,0,0,0,58,9.4,0,0,592,96.3,0,0,70,11.4,66,10.7,0,0,454,73.8,54,8.8,1,0.2,0,0,14,2.3,.,.,.,.
'015806,0,0,0,0,0,0,34,82.9,7,17.100000000000001,41,100,0,0,1,0.2,12,29.3,28,68.3,0,0,313,23,3.4,11.8,7.8,5.6,12.5,1.7,2.1,4.3,1.4,0,0,25,0,0,0,0,8.3000000000000007,0,1384,2,0.1,174,12.6,437,31.6,0,0,1281,92.6,142,10.3,137,9.9,123,8.9,107,7.7,110,7.9,103,7.4,100,7.2,88,6.4,51,3.7,57,4.1,19,1.4,32,2.3,0,0,0,0,138,10,177,12.8,865,62.5,0,0,177,12.8,103,7.4,5,0.4,974,70.4,94,6.8,27,2,207,15,48,3.5,3,7.3,1,2.4
'015807,2,1.9,0,0,0,0,51,48.1,55,51.9,106,100,0,0,1,0.1,17,16,71,67,1,0.9,491,61.8,.,.,.,.,.,6.1,14.3,0,.,.,.,.,.,.,0,0,0,.,627,1,0.2,53,8.5,72,11.5,20,2.6,483,77,11,1.8,16,2.6,20,3.2,25,4,24,3.8,44,7,64,10.2,59,9.4,62,9.9,72,11.5,92,14.7,110,17.5,0,0,26,4.1,8,1.3,20,3.2,512,81.7,0,0,77,12.3,144,23,0,0,501,79.9,80,12.8,3,0.5,322,51.4,39,6.2,10,9.4,15,14.2
'015808,.,.,.,.,.,.,.,.,.,.,.,.,0,0,22,1.3,.,.,.,.,.,.,1744,94.5,.,0,0,0,0,0,6.5,6,.,0,.,0,0,0,0,0,0,.,489,1,0.2,26,5.3,115,23.5,0,0,489,100,1,0.2,3,0.6,3,0.6,8,1.6,10,2,22,4.5,32,6.5,68,13.9,201,41.1,104,21.3,28,5.7,9,1.8,0,0,0,0,0,0,0,0,176,36,8,1.6,27,5.5,0,0,1,0.2,489,100,200,40.9,14,2.9,0,0,174,35.6,.,.,.,.
'015809,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,82,24.7,5.0999999999999996,2.7,3.7,3,11.1,0,0,11.1,0,14.3,0,0,0,11.1,0,0,14.3,0,505,2,0.4,95,18.8,22,4.4,0,0,177,35,56,11.1,40,7.9,43,8.5,37,7.3,46,9.1,55,10.9,31,6.1,41,8.1,0,0,0,0,0,0,0,0,0,0,0,0,46,9.1,110,21.8,461,91.3,0,0,102,20.2,328,65,0,0,385,76.2,58,11.5,1,0.2,0,0,19,3.8,.,.,.,.
'015814,0,0,0,0,0,0,13,35.1,24,64.900000000000006,37,100,0,0,1,0.4,1,2.7,36,97.3,0,0,180,70.599999999999994,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,183,0,0,3,1.6,3,1.6,0,0,164,89.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,35.5,49,26.8,39,21.3,30,16.4,0,0,0,0,0,0,0,0,175,95.6,0,0,4,2.2,19,10.4,0,0,165,90.2,25,13.7,1,0.5,5,2.7,4,2.2,2,5.4,0,0
'015815,0,0,0,0,0,0,18,94.7,1,5.3,19,100,0,0,1,0.4,0,0,18,94.7,0,0,127,25.5,2.9,3.7,12.5,3.7,12,0,0,0,6.9,0,0,0,0,0,0,0,0,0,556,12,2.2,96,17.3,58,10.4,0,0,421,75.7,38,6.8,37,6.7,28,5,26,4.7,33,5.9,57,10.3,60,10.8,58,10.4,30,5.4,30,5.4,20,3.6,27,4.9,0,0,0,0,36,6.5,76,13.7,387,69.6,0,0,89,16,135,24.3,0,0,424,76.3,35,6.3,21,3.8,179,32.2,78,14,2,10.5,1,5.3
'015816,0,0,0,0,0,0,22,81.5,5,18.5,27,100,0,0,3,1.3,3,11.1,20,74.099999999999994,0,0,59,25.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,182,0,0,8,4.4,19,10.4,0,0,52,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8.8,19,10.4,122,67,25,13.7,0,0,0,0,0,0,0,0,139,76.4,2,1.1,8,4.4,130,71.4,0,0,114,62.6,16,8.8,0,0,181,99.5,22,12.1,6,22.2,4,14.8
'015819,0,0,0,0,0,0,17,85,3,15,20,100,0,0,12,5.2,2,10,1,5,0,0,331,37.700000000000003,5.6,0,4.5999999999999996,3.2,3.3,0,4.3,8.6999999999999993,2.7,0,0,0,0,11.1,0,33.299999999999997,0,0,798,4,0.5,23,2.9,267,33.5,0,0,558,69.9,86,10.8,79,9.9,67,8.4,72,9,44,5.5,55,6.9,55,6.9,29,3.6,24,3,34,4.3,20,2.5,10,1.3,0,0,27,3.4,97,12.2,126,15.8,215,26.9,3,0.4,26,3.3,240,30.1,2,0.3,546,68.4,49,6.1,36,4.5,106,13.3,271,34,3,15,17,85
'015820,0,0,0,0,0,0,24,88.9,3,11.1,27,100,0,0,7,2.5,0,0,18,66.7,0,0,178,36.1,16,24.2,18.5,18.2,5.3,3.4,5.9,14.3,0,100,0,14.3,0,0,14.3,50,0,100,408,2,0.5,0,0,13,3.2,0,0,368,90.2,26,6.4,33,8.1,28,6.9,28,6.9,22,5.4,31,7.6,38,9.3,37,9.1,32,7.8,34,8.3,36,8.8,30,7.4,0,0,27,6.6,33,8.1,0,0,337,82.6,1,0.2,0,0,40,9.8,0,0,372,91.2,51,12.5,4,1,199,48.8,51,12.5,7,25.9,9,33.299999999999997
'015822,1,2.7,0,0,0,0,30,81.099999999999994,7,18.899999999999999,37,100,0,0,23,1.1000000000000001,0,0,30,81.099999999999994,0,0,1832,54.4,4,6.5,3.3,3.8,5.2,1.4,4.9000000000000004,29.1,1.6,7.7,19,0,4,5.3,4.8,7.7,0,3.8,2991,15,0.5,603,20.2,173,5.8,0,0,2277,76.1,349,11.7,317,10.6,268,9,268,9,244,8.2,195,6.5,188,6.3,339,11.3,61,2,49,1.6,44,1.5,36,1.2,0,0,71,2.4,352,11.8,281,9.4,2528,84.5,0,0,648,21.7,714,23.9,1,0,1747,58.4,196,6.6,21,0.7,97,3.2,253,8.5,5,13.5,6,16.2
'015823,0,0,0,0,0,0,19,65.5,10,34.5,29,100,0,0,0,0,0,0,29,100,0,0,68,58.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,1,1.6,4,6.5,1,1.6,0,0,57,91.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22.6,16,25.8,18,29,14,22.6,0,0,0,0,0,0,0,0,58,93.5,0,0,4,6.5,5,8.1,0,0,56,90.3,8,12.9,0,0,33,53.2,2,3.2,3,10.3,0,0
'015825,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,.,.,.,.,.,.,43,22.1,6.7,8,3.8,0,0,0,0,0,4,0,50,0,0,0,0,0,0,0,247,0,0,63,25.5,12,4.9,0,0,222,89.9,36,14.6,32,13,26,10.5,28,11.3,22,8.9,17,6.9,17,6.9,8,3.2,0,0,0,0,0,0,0,0,0,0,0,0,29,11.7,32,13,220,89.1,0,0,63,25.5,25,10.1,0,0,145,58.7,20,8.1,0,0,0,0,15,6.1,.,.,.,.
'015826,0,0,0,0,0,0,61,95.3,3,4.7,64,100,0,0,4,0.6,3,4.7,60,93.8,0,0,106,9.1999999999999993,.,.,.,.,15.4,8.1,9.3000000000000007,7.4,2.9,.,.,.,.,17.399999999999999,0,0,0,8.3000000000000007,1485,2,0.1,456,30.7,41,2.8,0,0,1276,85.9,117,7.9,0,0,0,0,0,0,225,15.2,210,14.1,209,14.1,198,13.3,111,7.5,119,8,103,6.9,64,4.3,0,0,0,0,129,8.7,0,0,1407,94.7,0,0,322,21.7,209,14.1,0,0,630,42.4,119,8,5,0.3,206,13.9,30,2,4,6.3,1,1.6
'015827,0,0,9,20.5,0,0,44,100,0,0,44,100,0,0,6,1.2,4,9.1,23,52.3,0,0,143,16.399999999999999,10,2.2999999999999998,0,2.2999999999999998,10.9,2.4,2,3.2,2.9,0,0,0,0,0,25,0,20,33.299999999999997,855,30,3.5,41,4.8,118,13.8,0,0,464,54.3,50,5.8,50,5.8,47,5.5,54,6.3,53,6.2,106,12.4,100,11.7,103,12,80,9.4,89,10.4,44,5.1,30,3.5,0,0,53,6.2,49,5.7,0,0,480,56.1,0,0,51,6,391,45.7,1,0.1,265,31,52,6.1,33,3.9,58,6.8,193,22.6,0,0,8,18.2
'015828,0,0,0,0,0,0,45,100,0,0,45,100,2,0.1,5,0.5,0,0,34,75.599999999999994,0,0,233,10.9,1.3,0.7,0.8,0.7,1.2,0,0,0.9,0.9,14.3,11.8,0,0,0,0,0,0,0,2266,34,1.5,229,10.1,211,9.3,0,0,1483,65.4,135,6,180,7.9,187,8.3,160,7.1,185,8.2,266,11.7,296,13.1,253,11.2,189,8.3,139,6.1,83,3.7,63,2.8,0,0,149,6.6,130,5.7,0,0,1664,73.4,7,0.3,260,11.5,783,34.6,2,0.1,913,40.3,126,5.6,34,1.5,419,18.5,314,13.9,1,2.2000000000000002,11,24.4
'015830,0,0,0,0,0,0,65,92.9,5,7.1,70,100,0,0,2,0.3,3,4.3,61,87.1,0,0,212,16.8,0,0,3.2,0,0,0,0,0,1.7,.,0,0,0,0,0,0,0,0,1509,11,0.7,95,6.3,28,1.9,0,0,874,57.9,101,6.7,97,6.4,102,6.8,99,6.6,98,6.5,172,11.4,175,11.6,148,9.8,144,9.5,113,7.5,96,6.4,79,5.2,0,0,32,2.1,85,5.6,0,0,1332,88.3,3,0.2,111,7.4,635,42.1,0,0,362,24,69,4.6,4,0.3,526,34.9,131,8.7,9,12.9,6,8.6
'015831,.,.,.,.,.,.,.,.,.,.,.,.,1,0.1,4,1.5,.,.,.,.,.,.,187,20.2,6.6,1.2,1.2,1,1.5,6.7,2.4,7.7,2.4,44.4,0,50,16.7,0,0,0,0,0,1014,52,5.1,71,7,70,6.9,0,0,598,59,107,10.6,109,10.7,105,10.4,110,10.8,98,9.7,114,11.2,92,9.1,89,8.8,38,3.7,21,2.1,10,1,16,1.6,0,0,29,2.9,105,10.4,0,0,691,68.1,2,0.2,76,7.5,416,41,1,0.1,295,29.1,58,5.7,11,1.1,25,2.5,187,18.4,.,.,.,.
'015832,0,0,0,0,1,14.3,6,85.7,1,14.3,7,100,0,0,0,0,2,28.6,4,57.1,0,0,27,19.100000000000001,.,.,.,.,.,0,3.6,0,.,.,.,.,.,.,0,.,.,.,144,0,0,28,19.4,11,7.6,0,0,131,91,0,0,0,0,0,0,0,0,0,0,23,16,31,21.5,26,18.1,23,16,20,13.9,8,5.6,13,9,0,0,10,6.9,0,0,0,0,131,91,0,0,28,19.4,13,9,0,0,74,51.4,9,6.3,0,0,39,27.1,2,1.4,0,0,0,0
'015833,1,1.6,1,1.6,0,0,57,91.9,5,8.1,62,100,0,0,0,0,3,4.8,48,77.400000000000006,0,0,29,13.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,181,0,0,0,0,4,2.2,0,0,69,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15.5,44,24.3,54,29.8,55,30.4,0,0,0,0,0,0,0,0,153,84.5,3,1.7,3,1.7,112,61.9,1,0.6,99,54.7,16,8.8,1,0.6,81,44.8,19,10.5,2,3.2,9,14.5
'015834,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,508,110,21.7,0,0,14,2.8,0,.,28,5.5,0,0,0,0,0,0,0,0,156,30.7,144,28.3,125,24.6,83,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,40,1,0.2,0,0,480,94.5,1,0.2,0,0,12,2.4,21,4.1,0,0,158,31.1,.,.,.,.
'015836,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,196,1,0.5,5,2.6,2,1,0,.,22,11.2,20,10.2,22,11.2,28,14.3,21,10.7,24,12.2,17,8.7,8,4.1,12,6.1,0,0,0,0,0,0,0,0,0,0,0,0,44,22.4,0,0,91,46.4,0,0,5,2.6,174,88.8,0,0,11,5.6,5,2.6,10,5.1,0,0,92,46.9,.,.,.,.
'015901,2,0.6,9,2.5,0,0,314,88.5,41,11.5,355,100,1,0,13,0.6,4,1.1000000000000001,126,35.5,1,0.3,331,7.2,1.1000000000000001,1.3,0,0.6,0.3,0.6,0.3,0.3,0.4,11.8,0,0,3.1,0,0,0,0,3.8,4815,107,2.2,282,5.9,73,1.5,78,1.5,966,20.1,332,6.9,338,7,335,7,375,7.8,369,7.7,381,7.9,380,7.9,375,7.8,449,9.3,388,8.1,350,7.3,357,7.4,19,0.4,866,18,307,6.4,60,1.2,1895,39.4,8,0.2,231,4.8,3849,79.9,1,0,1270,26.4,334,6.9,94,2,436,9.1,2637,54.8,7,2,213,60
'015904,0,0,1,0.1,0,0,668,79.3,174,20.7,842,100,4,0,13,0.2,4,0.5,815,96.8,1,0.1,3115,21.3,8.5,8,7.5,4.5999999999999996,2.9,1.1000000000000001,1.1000000000000001,2.4,3.3,7.4,3,8.3000000000000007,1.7,0,1.8,1.5,1.9,9.3000000000000007,15316,14,0.1,3126,20.4,54,0.4,412,2.5,13511,88.2,1243,8.1,1136,7.4,1184,7.7,1124,7.3,1077,7,976,6.4,1029,6.7,1104,7.2,1145,7.5,1081,7.1,926,6,826,5.4,1,0,846,5.5,1183,7.7,1281,8.4,14908,97.3,10,0.1,2571,16.8,1805,11.8,0,0,10498,68.5,1402,9.2,19,0.1,4228,27.6,311,2,89,10.6,21,2.5
'015905,2,0.4,1,0.2,0,0,439,80,110,20,549,100,0,0,10,0.2,1,0.2,543,98.9,1,0.2,2786,24.1,9.3000000000000007,6.3,8.1999999999999993,5.6,10.1,1,3,5.2,0.8,9,5.6,4.9000000000000004,0,4.3,1.1000000000000001,2.7,1.1000000000000001,5.6,12059,10,0.1,2199,18.2,120,1,304,2.2999999999999998,11904,98.7,1074,8.9,1046,8.7,944,7.8,969,8,950,7.9,742,6.2,818,6.8,774,6.4,909,7.5,655,5.4,591,4.9,544,4.5,0,0,738,6.1,1008,8.4,1035,8.6,11854,98.3,6,0,2221,18.4,155,1.3,1,0,9001,74.6,1149,9.5,16,0.1,1956,16.2,52,0.4,83,15.1,1,0.2
'015906,10,11.9,1,1.2,0,0,79,94,5,6,84,100,0,0,0,0,14,16.7,14,16.7,1,1.2,185,16,3.9,0,3.8,0,0,0,0,0,1.2,0,0,0,0,25,0,0,0,20,1177,33,2.8,4,0.3,208,17.7,2,0.2,115,9.8,105,8.9,100,8.5,90,7.6,100,8.5,87,7.4,82,7,84,7.1,94,8,91,7.7,100,8.5,68,5.8,60,5.1,2,0.2,99,8.4,99,8.4,15,1.3,249,21.2,3,0.3,4,0.3,1062,90.2,10,0.8,187,15.9,67,5.7,125,10.6,101,8.6,549,46.6,3,3.6,44,52.4
'015907,8,0.3,2,0.1,1,0,2069,76.8,624,23.2,2693,100,2,0,20,0.1,161,6,2466,91.6,2,0.1,12875,24.3,6.1,5.0999999999999996,4.4000000000000004,2.6,6.6,1.4,2.4,3.9,1.3,11.4,6.9,2.6,0.9,2.4,1,3.2,1.1000000000000001,4.0999999999999996,53811,108,0.2,8775,16.3,3413,6.3,898,1.5,50271,93.4,4579,8.5,4219,7.8,4267,7.9,4008,7.4,3992,7.4,3403,6.3,3678,6.8,3527,6.6,3908,7.3,3241,6,2825,5.2,2734,5.1,20,0,2606,4.8,4403,8.2,5007,9.3,49051,91.2,43,0.1,10255,19.1,3540,6.6,21,0,38599,71.7,5454,10.1,201,0.4,9380,17.4,974,1.8,365,13.6,53,2
'015908,0,0,0,0,1,0.2,372,86.3,59,13.7,431,100,1,0,23,0.6,7,1.6,417,96.8,2,0.5,2133,22,8.1999999999999993,4.4000000000000004,5.0999999999999996,2,2.9,0.9,2.7,1.9,1.5,10.3,2.8,0,0,0,0,1.8,1.5,7.9,10007,7,0.1,1368,13.7,115,1.1,193,1.7,8976,89.7,829,8.3,767,7.7,833,8.3,794,7.9,771,7.7,700,7,787,7.9,723,7.2,793,7.9,606,6.1,543,5.4,509,5.1,18,0.2,459,4.6,763,7.6,571,5.7,9692,96.9,8,0.1,1434,14.3,1031,10.3,5,0,7344,73.4,694,6.9,17,0.2,2223,22.2,163,1.6,41,9.5,4,0.9
