DISTRICT,DAUND18C,DAUND18R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRA9R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSA9R,DPERSAKR,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSAUC,DPETSAUP,DPETSBHC,DPETSBHP,DPETSIMC,DPETSINC,DPETSINP,DPETSNOC,DPETSNOP,DPETSPEC,DPETSPEP,DPETSPHC,DPETSPHP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
'184901,1,0.4,85,16.4,0,2.2000000000000002,7,2.9,0,4.5,3.1,0,0,2.7,28.6,0,0,0,0,0,0,0,0,0,31,5.7,541,1,0.2,37,6.8,1,0.2,8,1.4,12,2.2,320,59.1,42,7.8,38,7,50,9.2,47,8.7,44,8.1,26,4.8,28,5.2,37,6.8,35,6.5,41,7.6,39,7.2,46,8.5,1,0.2,30,5.5,38,7,29,5.4,111,20.5,2,0.4,37,6.8,221,40.9,0,0,235,43.4,-3,-3,11,18,61,24,39.3,-1,-1,61,11.3,19,31.1,11,2,158,29.2,415,76.7
'184902,2,0.1,636,18.2,6.1,1.4,2.2000000000000002,0.4,0.4,0.4,0,1.2,11.5,2.8,17.2,0,0,0,3.8,0,3.1,0,4,0,333,9.6,3466,10,0.3,195,5.6,35,1,45,1.1,164,4.7,2000,57.7,272,7.8,255,7.4,238,6.9,246,7.1,293,8.5,268,7.7,252,7.3,265,7.6,297,8.6,251,7.2,239,6.9,205,5.9,12,0.3,168,4.8,249,7.2,124,3.6,689,19.9,17,0.5,201,5.8,1466,42.3,1,0,1609,46.4,-3,-3,70,22.9,306,157,51.3,-1,-1,306,8.8,57,18.6,87,2.5,1102,31.8,2627,75.8
'184903,5,0.1,1177,14.7,0.2,0,0.4,0,0,0.6,0.2,0,2.2000000000000002,1.4,1.7,0,0,0,1.3,0,0,0,3.1,1.9,772,9.6,8045,63,0.8,668,8.3,213,2.6,211,2.4,499,6.2,3416,42.5,585,7.3,570,7.1,648,8.1,606,7.5,671,8.3,691,8.6,600,7.5,617,7.7,628,7.8,638,7.9,519,6.5,522,6.5,21,0.3,661,8.2,578,7.2,151,1.9,2147,26.7,54,0.7,687,8.5,4629,57.5,7,0.1,3677,45.7,110,13.4,163,19.9,819,299,36.5,12,1.5,819,10.2,235,28.7,266,3.3,2425,30.1,5295,65.8
'184904,6,1.3,132,13.6,4.8,4.2,0,0,0,0,0,0,2.9,4.9000000000000004,0,0,0,0,0,0,0,0,0,12.5,98,9.6,1016,4,0.4,23,2.3,7,0.7,8,0.7,58,5.7,469,46.2,72,7.1,77,7.6,79,7.8,69,6.8,90,8.9,84,8.3,74,7.3,65,6.4,84,8.3,74,7.3,70,6.9,73,7.2,0,0,42,4.1,78,7.7,27,2.7,142,14,4,0.4,24,2.4,547,53.8,4,0.4,293,28.8,10,11,18,19.8,91,44,48.4,0,0,91,9,19,20.9,25,2.5,363,35.7,830,81.7
'184907,2,0.1,484,8.7,1.1000000000000001,0.5,0.3,0.2,0.5,0,0.2,0,1.2,1.8,0,8.1,0,0,4.7,0,5.3,6.7,3.6,15,554,9.1,6100,41,0.7,165,2.7,82,1.3,64,1.1,324,5.3,865,14.2,483,7.9,450,7.4,453,7.4,462,7.6,524,8.6,519,8.5,466,7.6,477,7.8,471,7.7,473,7.8,431,7.1,407,6.7,15,0.2,409,6.7,443,7.3,26,0.4,901,14.8,27,0.4,167,2.7,5235,85.8,3,0,1114,18.3,-3,-3,107,23.2,462,179,38.7,-1,-1,462,7.6,132,28.6,232,3.8,1346,22.1,4814,78.9
'184908,4,0.7,124,10.9,1.3,0,1.3,0,1.4,0,0,0,1.2,1.2,20,0,0,0,0,0,0,0,16.7,9.1,89,7.3,1224,1,0.1,41,3.3,5,0.4,14,1.1,35,2.9,384,31.4,93,7.6,83,6.8,89,7.3,99,8.1,107,8.7,84,6.9,88,7.2,113,9.2,99,8.1,92,7.5,95,7.8,70,5.7,1,0.1,81,6.6,98,8,13,1.1,184,15,3,0.2,42,3.4,840,68.6,2,0.2,253,20.7,14,14.4,13,13.4,97,48,49.5,0,0,97,7.9,22,22.7,21,1.7,371,30.3,1008,82.4
'184909,1,0.2,128,9.6,4.2,4.0999999999999996,0,0,0.9,0,0,0,0.9,14.8,0,0,0,0,0,0,0,0,0,14.3,136,9,1510,4,0.3,23,1.5,4,0.3,5,0.3,89,5.9,144,9.5,108,7.2,117,7.7,116,7.7,109,7.2,112,7.4,130,8.6,110,7.3,115,7.6,120,7.9,113,7.5,105,7,97,6.4,7,0.5,104,6.9,124,8.2,27,1.8,151,10,8,0.5,23,1.5,1366,90.5,0,0,376,24.9,-3,-3,18,16.7,108,38,35.2,-1,-1,108,7.2,41,38,38,2.5,543,36,1305,86.4
'184911,0,0,26,14.7,5.6,0,0,5,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,50,6,3,201,0,0,8,4,1,0.5,0,0,2,1,112,55.7,19,9.5,17,8.5,19,9.5,22,10.9,23,11.4,22,10.9,21,10.4,20,10,0,0,0,0,0,0,0,0,0,0,25,12.4,18,9,20,10,43,21.4,0,0,8,4,89,44.3,0,0,75,37.3,-1,-1,-1,-1,18,5,27.8,0,0,18,9,7,38.9,5,2.5,20,10,152,75.6
'185901,0,0,53,11.7,11.8,3.2,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,50,6,1.2,500,0,0,124,24.8,0,0,7,1.3,16,3.2,433,86.6,38,7.6,35,7,39,7.8,44,8.8,35,7,38,7.6,43,8.6,29,5.8,35,7,39,7.8,24,4.8,36,7.2,1,0.2,12,2.4,36,7.2,28,5.6,477,95.4,0,0,126,25.2,67,13.4,0,0,307,61.4,-1,-1,7,18.9,37,17,45.9,-1,-1,37,7.4,8,21.6,3,0.6,113,22.6,20,4
'185902,0,0,37,7.4,13.9,2.7,0,0,2.7,3.8,0,3.1,0,9.6999999999999993,0,0,0,0,0,0,0,0,0,0,20,3.6,552,1,0.2,88,15.9,1,0.2,6,1.1,16,2.9,323,58.5,38,6.9,36,6.5,47,8.5,41,7.4,49,8.9,43,7.8,36,6.5,54,9.8,37,6.7,44,8,36,6.5,34,6.2,2,0.4,37,6.7,44,8,11,2,288,52.2,0,0,94,17,229,41.5,0,0,256,46.4,-1,-1,-1,-1,61,38,62.3,-1,-1,61,11.1,15,24.6,2,0.4,170,30.8,260,47.1
'185903,1,0.2,132,13.1,0,3.9,2.5,2.9,4.5999999999999996,0,1.6,0,11.7,3.9,0,22.2,0,0,0,0,0,0,0,0,49,4.3,1134,3,0.3,324,28.6,5,0.4,16,1.3,53,4.7,769,67.8,89,7.8,89,7.8,81,7.1,87,7.7,79,7,69,6.1,74,6.5,73,6.4,86,7.6,65,5.7,89,7.8,70,6.2,4,0.4,46,4.1,87,7.7,92,8.1,1016,89.6,2,0.2,351,31,365,32.2,0,0,662,58.4,6,6,25,25,100,47,47,7,7,100,8.8,15,15,2,0.2,274,24.2,106,9.3
'185904,0,0,22,12.4,0,0,0,0,5.6,0,0,0,0,0,0,.,0,0,.,0,0,0,0,100,8,4.8,167,0,0,18,10.8,1,0.6,0,0,10,6,126,75.4,3,1.8,17,10.2,13,7.8,8,4.8,15,9,17,10.2,17,10.2,8,4.8,15,9,9,5.4,14,8.4,6,3.6,0,0,5,3,9,5.4,16,9.6,66,39.5,3,1.8,19,11.4,41,24.6,0,0,67,40.1,0,0,-1,-1,20,15,75,0,0,20,12,-1,-1,0,0,61,36.5,97,58.1
'186901,0,0,32,14.4,0,0,0,0,0,0,0,0,0,14.3,0,.,.,0,.,0,0,.,0,100,4,1.6,255,0,0,14,5.5,6,2.4,0,0,0,0,106,41.6,22,8.6,17,6.7,13,5.1,16,6.3,17,6.7,21,8.2,22,8.6,24,9.4,24,9.4,16,6.3,11,4.3,21,8.2,0,0,9,3.5,15,5.9,16,6.3,179,70.2,1,0.4,14,5.5,149,58.4,0,0,19,7.5,0,0,-1,-1,8,5,62.5,0,0,8,3.1,-1,-1,0,0,89,34.9,69,27.1
'186902,2,0.2,283,11.8,1.2,0.6,0,0,0.5,0,0,0.5,8,1.9,0,0,0,0,0,0,0,0,0,0,102,4.2,2451,13,0.5,239,9.8,20,0.8,23,0.9,65,2.7,1654,67.5,173,7.1,184,7.5,181,7.4,218,8.9,214,8.7,214,8.7,163,6.7,210,8.6,209,8.5,178,7.3,157,6.4,160,6.5,0,0,66,2.7,174,7.1,16,0.7,2108,86,4,0.2,247,10.1,797,32.5,0,0,1598,65.2,23,14.2,-3,-3,162,90,55.6,-1,-1,162,6.6,35,21.6,13,0.5,897,36.6,293,12
'186903,5,1.5,211,38.2,9.6999999999999993,9.1,0,0,0,3.8,0,4.5,0,11.1,0,0,0,0,0,0,0,0,0,0,20,5,400,4,1,50,12.5,2,0.5,3,0.5,2,0.5,202,50.5,36,9,33,8.3,39,9.8,25,6.3,33,8.3,31,7.8,26,6.5,19,4.8,22,5.5,20,5,25,6.3,34,8.5,1,0.3,16,4,32,8,24,6,276,69,2,0.5,50,12.5,198,49.5,1,0.3,231,57.8,-1,-1,-3,-3,35,11,31.4,0,0,35,8.8,17,48.6,0,0,100,25,115,28.8
'187901,0,0,62,12.8,0,3.2,0,3,3.1,10.7,13.5,5.7,0,0,0,0,0,0,0,0,0,0,16.7,0,52,10.2,512,3,0.6,0,0,3,0.6,3,0.5,51,10,270,52.7,35,6.8,37,7.2,34,6.6,40,7.8,39,7.6,42,8.2,37,7.2,40,7.8,39,7.6,40,7.8,31,6.1,34,6.6,1,0.2,51,10,35,6.8,28,5.5,42,8.2,102,19.9,0,0,242,47.3,0,0,218,42.6,-3,-3,7,13.5,52,23,44.2,-1,-1,52,10.2,16,30.8,11,2.1,217,42.4,351,68.6
'187903,0,0,73,28,0,6.3,0,0,0,0,11.1,0,0,0,.,0,0,0,0,0,.,0,0,0,6,2.5,241,0,0,44,18.3,32,13.3,5,1.7,4,1.7,208,86.3,22,9.1,19,7.9,19,7.9,30,12.4,16,6.6,21,8.7,17,7.1,15,6.2,18,7.5,17,7.1,13,5.4,9,3.7,0,0,2,0.8,18,7.5,7,2.9,102,42.3,0,0,45,18.7,33,13.7,0,0,119,49.4,-1,-1,-1,-1,21,12,57.1,0,0,21,8.7,-1,-1,4,1.7,107,44.4,103,42.7
'187904,1,0.2,99,12,5.6,2,0,0,0,0,0,0,1.4,0,20,0,0,0,0,0,0,0,0,0,63,7.7,822,4,0.5,118,14.4,210,25.5,13,1.4,31,3.8,648,78.8,51,6.2,57,6.9,55,6.7,63,7.7,55,6.7,71,8.6,60,7.3,79,9.6,52,6.3,68,8.3,66,8,53,6.4,0,0,71,8.6,49,6,43,5.2,331,40.3,2,0.2,124,15.1,174,21.2,0,0,501,60.9,-1,-1,16,21.3,75,47,62.7,-1,-1,75,9.1,6,8,21,2.6,249,30.3,254,30.9
'187906,0,0,35,19.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,5,3,167,0,0,9,5.4,28,16.8,0,0,4,2.4,167,100,14,8.4,13,7.8,15,9,13,7.8,12,7.2,15,9,7,4.2,12,7.2,10,6,14,8.4,8,4.8,8,4.8,0,0,9,5.4,15,9,11,6.6,41,24.6,1,0.6,9,5.4,0,0,0,0,90,53.9,-1,-1,-1,-1,14,8,57.1,-1,-1,14,8.4,-1,-1,6,3.6,57,34.1,91,54.5
'187907,0,0,717,17.9,4.4000000000000004,2.2000000000000002,0.8,0.8,0,1.3,0.8,0,12.5,4.3,8,4,2.6,0,0,2.9,0,0,7.7,44.4,372,9.4,3949,31,0.8,325,8.2,379,9.6,87,1.9,108,2.7,2883,73,304,7.7,268,6.8,295,7.5,311,7.9,300,7.6,318,8.1,335,8.5,286,7.2,331,8.4,257,6.5,258,6.5,217,5.5,7,0.2,165,4.2,289,7.3,173,4.4,938,23.8,12,0.3,335,8.5,1066,27,1,0,1885,47.7,24,6.3,75,19.6,382,230,60.2,7,1.8,382,9.7,46,12,117,3,1144,29,2471,62.6
'187910,0,0,233,21.2,8.1999999999999993,6.8,3.9,5.0999999999999996,1.6,0,1.5,0,4.0999999999999996,2.6,0,22.2,0,0,0,6.3,5.3,0,0,0,35,3.1,1119,12,1.1,14,1.3,29,2.6,10,0.8,32,2.9,833,74.4,89,8,73,6.5,77,6.9,88,7.9,94,8.4,81,7.2,103,9.2,82,7.3,83,7.4,77,6.9,66,5.9,56,5,2,0.2,40,3.6,87,7.8,61,5.5,85,7.6,7,0.6,14,1.3,286,25.6,0,0,550,49.2,7,5.4,22,16.9,130,88,67.7,5,3.8,130,11.6,8,6.2,26,2.3,358,32,960,85.8
'188901,4,0,4809,15.4,2.5,2,1.5,0.6,0.4,0.1,0.5,0.4,8.1,3.3,5.6,6,1.9,0.3,1,0,1.2,1.3,12.1,14.3,1711,5.2,32601,1768,5.4,4971,15.2,3450,10.6,646,1.8,1275,3.9,22328,68.5,2353,7.2,2455,7.5,2468,7.6,2540,7.8,2541,7.8,2480,7.6,2336,7.2,2389,7.3,2495,7.7,2148,6.6,2051,6.3,1891,5.8,100,0.3,1922,5.9,2533,7.8,1821,5.6,15116,46.4,142,0.4,4943,15.2,10273,31.5,44,0.1,18081,55.5,224,6.1,1263,34.4,3674,1155,31.4,27,0.7,3674,11.3,1005,27.4,952,2.9,8607,26.4,11129,34.1
'188902,0,0,196,15.6,4.5,0,0,1.3,1.2,1,0,1.1000000000000001,5.4,1.3,0,0,4.3,0,0,11.1,0,0,29.4,0,114,8.5,1337,3,0.2,25,1.9,28,2.1,24,1.7,75,5.6,808,60.4,98,7.3,77,5.8,89,6.7,117,8.8,94,7,115,8.6,103,7.7,118,8.8,117,8.8,100,7.5,89,6.7,82,6.1,1,0.1,67,5,78,5.8,59,4.4,323,24.2,12,0.9,28,2.1,529,39.6,1,0.1,627,46.9,-3,-3,36,23.1,156,79,50.6,-1,-1,156,11.7,35,22.4,49,3.7,379,28.3,921,68.9
'188903,0,0,154,17.6,3.6,8.3000000000000007,1.8,0,0,1.8,3.3,0,5.4,6.9,20,14.3,0,0,8.3000000000000007,0,0,0,0,14.3,62,7.2,862,55,6.4,63,7.3,25,2.9,10,1,34,3.9,573,66.5,65,7.5,68,7.9,51,5.9,69,8,60,7,89,10.3,69,8,70,8.1,69,8,57,6.6,52,6,34,3.9,0,0,23,2.7,69,8,40,4.6,351,40.7,6,0.7,63,7.3,289,33.5,1,0.1,360,41.8,9,8.6,24,22.9,105,48,45.7,0,0,105,12.2,24,22.9,27,3.1,285,33.1,397,46.1
'188904,0,0,107,7.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,9.1,185,13.1,1417,4,0.3,12,0.8,10,0.7,8,0.5,154,10.9,250,17.6,77,5.4,91,6.4,108,7.6,94,6.6,114,8,120,8.5,103,7.3,136,9.6,119,8.4,123,8.7,109,7.7,114,8,6,0.4,124,8.8,81,5.7,22,1.6,214,15.1,7,0.5,13,0.9,1167,82.4,0,0,424,29.9,14,8.1,45,26.2,172,69,40.1,0,0,172,12.1,44,25.6,44,3.1,401,28.3,1138,80.3
'189901,1,0.6,59,19.2,6.7,7.1,5,5.3,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,1,0.3,339,1,0.3,62,18.3,9,2.7,7,1.8,1,0.3,269,79.4,26,7.7,18,5.3,19,5.6,22,6.5,25,7.4,23,6.8,30,8.8,26,7.7,26,7.7,26,7.7,18,5.3,23,6.8,0,0,5,1.5,26,7.7,31,9.1,279,82.3,0,0,84,24.8,70,20.6,0,0,149,44,-1,-1,0,0,27,19,70.4,0,0,27,8,-3,-3,3,0.9,66,19.5,47,13.9
'189902,0,0,160,13.2,4.2,2.7,7,3.9,0,1.6,0,0,1.7,6.5,0,0,0,0,0,0,0,0,0,0,7,0.6,1188,13,1.1,629,52.9,0,0,24,1.8,0,0,1104,92.9,61,5.1,75,6.3,85,7.2,74,6.2,85,7.2,92,7.7,75,6.3,104,8.8,119,10,125,10.5,88,7.4,90,7.6,2,0.2,128,10.8,62,5.2,51,4.3,1165,98.1,0,0,633,53.3,84,7.1,0,0,788,66.3,-1,-1,14,19.7,71,44,62,-1,-1,71,6,8,11.3,0,0,343,28.9,10,0.8
'190903,0,0,210,12.9,13.8,4.2,0.9,0,1,0,0,1.9,3.7,1,20,0,10.5,0,0,0,0,0,0,8.3000000000000007,190,11.1,1715,7,0.4,107,6.2,42,2.4,45,2.4,173,10.1,1081,63,136,7.9,130,7.6,140,8.2,139,8.1,131,7.6,112,6.5,123,7.2,136,7.9,120,7,124,7.2,122,7.1,94,5.5,3,0.2,137,8,131,7.6,74,4.3,286,16.7,13,0.8,111,6.5,634,37,0,0,976,56.9,-3,-3,65,28.9,225,88,39.1,-1,-1,225,13.1,48,21.3,48,2.8,439,25.6,1319,76.9
'191901,76,1.5,1380,13.9,1.8,0.7,0.5,0.2,0,0.5,0.1,0.4,1,1.5,11.2,2.2000000000000002,2,0.9,0.9,0.9,1.4,4.8,0,9.6,736,7.3,10122,143,1.4,182,1.8,259,2.6,152,1.4,358,3.5,3352,33.1,748,7.4,780,7.7,731,7.2,800,7.9,827,8.2,832,8.2,785,7.8,762,7.5,788,7.8,758,7.5,712,7,685,6.8,49,0.5,341,3.4,738,7.3,127,1.3,2576,25.4,69,0.7,184,1.8,6770,66.9,14,0.1,3077,30.4,84,7.5,261,23.4,1116,455,40.8,28,2.5,1116,11,288,25.8,221,2.2,2611,25.8,6840,67.6
'192901,3,0.8,104,13.4,6.1,2,0,0,0,3,0,0,2.7,5.5,0,0,0,0,0,0,0,0,0,0,47,5.4,871,6,0.7,116,13.3,6,0.7,4,0.4,68,7.8,540,62,60,6.9,50,5.7,53,6.1,59,6.8,68,7.8,67,7.7,69,7.9,61,7,62,7.1,80,9.2,54,6.2,42,4.8,0,0,30,3.4,89,10.2,57,6.5,711,81.6,1,0.1,118,13.5,331,38,1,0.1,597,68.5,-3,-3,7,11.1,63,32,50.8,-1,-1,63,7.2,17,27,8,0.9,202,23.2,138,15.8
'193801,1,0.5,181,53.9,20,0,0,0,0,0,0,0,33.299999999999997,0,0,0,0,0,0,0,0,0,0,0,6,2.6,227,0,0,8,3.5,5,2.2,17,4.9,8,3.5,197,86.8,7,3.1,6,2.6,19,8.4,14,6.2,21,9.3,19,8.4,14,6.2,25,11,31,13.7,18,7.9,24,10.6,25,11,0,0,1,0.4,4,1.8,0,0,126,55.5,1,0.4,8,3.5,30,13.2,1,0.4,197,86.8,-1,-1,44,43.1,102,49,48,0,0,102,44.9,-3,-3,5,2.2,81,35.7,89,39.2
'193902,4,2.9,58,18.9,0,0,0,0,0,4.2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,9.7,289,0,0,13,4.5,1,0.3,0,0,15,5.2,176,60.9,19,6.6,24,8.3,22,7.6,17,5.9,25,8.7,24,8.3,29,10,19,6.6,28,9.7,14,4.8,21,7.3,15,5.2,0,0,18,6.2,10,3.5,22,7.6,106,36.7,0,0,13,4.5,113,39.1,0,0,128,44.3,-1,-1,-3,-3,37,17,45.9,0,0,37,12.8,9,24.3,10,3.5,76,26.3,172,59.5
'194902,0,0,39,11.3,0,9.5,0,4.2,0,0,0,0,0,0,0,22.2,0,.,0,0,0,0,14.3,0,35,10.3,339,0,0,11,3.2,6,1.8,0,0,24,7.1,210,61.9,22,6.5,31,9.1,27,8,25,7.4,24,7.1,13,3.8,32,9.4,24,7.1,24,7.1,23,6.8,20,5.9,30,8.8,0,0,21,6.2,28,8.3,16,4.7,32,9.4,6,1.8,11,3.2,129,38.1,0,0,114,33.6,-1,-1,-1,-1,41,26,63.4,0,0,41,12.1,10,24.4,24,7.1,94,27.7,271,79.9
'194903,0,0,71,10.9,2.4,2.8,4.3,0,0,0,0,0,0,2.2999999999999998,50,0,16.7,0,0,0,0,0,0,0,75,10.4,719,2,0.3,37,5.1,31,4.3,10,1.4,54,7.5,412,57.3,50,7,48,6.7,49,6.8,54,7.5,58,8.1,53,7.4,62,8.6,44,6.1,51,7.1,57,7.9,56,7.8,55,7.6,8,1.1,71,9.9,42,5.8,32,4.5,114,15.9,3,0.4,39,5.4,307,42.7,0,0,331,46,7,9.5,7,9.5,74,40,54.1,0,0,74,10.3,20,27,39,5.4,211,29.3,530,73.7
'194904,1,0.4,76,16.2,19.2,4,2.9,0,0,0,0,0,0,3,0,0,0,0,.,0,0,0,0,66.7,22,4.1,533,0,0,53,9.9,264,49.5,24,4.1,11,2.1,482,90.4,36,6.8,31,5.8,30,5.6,41,7.7,46,8.6,33,6.2,43,8.1,31,5.8,38,7.1,37,6.9,38,7.1,33,6.2,0,0,44,8.3,36,6.8,60,11.3,133,25,1,0.2,53,9.9,51,9.6,0,0,339,63.6,5,7.8,8,12.5,64,36,56.3,0,0,64,12,15,23.4,40,7.5,146,27.4,95,17.8
'194905,4,1.7,58,11.9,5.0999999999999996,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,85,15.7,542,1,0.2,2,0.4,44,8.1,6,1.1,67,12.4,323,59.6,39,7.2,40,7.4,37,6.8,37,6.8,39,7.2,49,9,27,5,28,5.2,44,8.1,38,7,42,7.7,44,8.1,1,0.2,41,7.6,37,6.8,40,7.4,18,3.3,5,0.9,2,0.4,219,40.4,0,0,192,35.4,5,7.9,9,14.3,63,38,60.3,0,0,63,11.6,11,17.5,18,3.3,164,30.3,456,84.1
'195901,12,1.1,384,14.9,5.3,5.6,1.8,1.4,1.5,2.4,0,1.9,5.2,1.2,25.6,4.5,8.6999999999999993,0,8.3000000000000007,0,0,4.5,6.7,0,76,2.7,2797,26,0.9,358,12.8,22,0.8,20,0.7,49,1.8,2000,71.5,232,8.3,227,8.1,212,7.6,252,9,261,9.3,223,8,191,6.8,180,6.4,195,7,195,7,172,6.1,134,4.8,4,0.1,119,4.3,207,7.4,112,4,2525,90.3,7,0.3,398,14.2,797,28.5,0,0,1227,43.9,-3,-3,58,20.9,277,146,52.7,-1,-1,277,9.9,54,19.5,7,0.3,1033,36.9,210,7.5
'195902,1,1.1,34,18.6,0,0,7.7,6.3,0,0,12.5,0,0,0,0,0,0,.,0,0,0,33.299999999999997,0,0,8,4.3,186,0,0,15,8.1,1,0.5,0,0,1,0.5,157,84.4,11,5.9,12,6.5,9,4.8,16,8.6,24,12.9,10,5.4,17,9.1,10,5.4,12,6.5,19,10.2,10,5.4,15,8.1,0,0,1,0.5,6,3.2,15,8.1,157,84.4,0,0,16,8.6,29,15.6,0,0,98,52.7,-1,-1,7,36.8,19,10,52.6,0,0,19,10.2,-1,-1,2,1.1,64,34.4,26,14
'196901,2,3.1,23,17,0,0,0,0,0,0,0,0,0,0,25,50,.,0,0,0,0,.,0,100,5,3.6,140,0,0,3,2.1,2,1.4,0,0,8,5.7,62,44.3,6,4.3,13,9.3,6,4.3,11,7.9,14,10,10,7.1,9,6.4,9,6.4,6,4.3,9,6.4,11,7.9,12,8.6,0,0,12,8.6,14,10,10,7.1,107,76.4,0,0,3,2.1,78,55.7,0,0,47,33.6,-1,-1,-1,-1,24,13,54.2,0,0,24,17.1,6,25,0,0,12,8.6,31,22.1
'196902,1,0.5,96,20.7,0,12.1,3.2,2.6,0,0,0,0,0,0,16.7,33.299999999999997,0,0,0,0,0,0,0,0,55,12.5,441,2,0.5,0,0,16,3.6,6,1.1,1,0.2,441,100,36,8.2,38,8.6,29,6.6,34,7.7,39,8.8,26,5.9,40,9.1,19,4.3,30,6.8,23,5.2,31,7,47,10.7,0,0,61,13.8,26,5.9,23,5.2,235,53.3,0,0,0,0,0,0,0,0,232,52.6,14,24.1,10,17.2,58,24,41.4,0,0,58,13.2,10,17.2,6,1.4,172,39,182,41.3
'196903,0,0,66,10,12.8,9.1,2.4,1.8,4.9000000000000004,0,0,0,2.1,0,25,0,0,0,0,0,0,0,0,0,69,10.1,681,0,0,32,4.7,74,10.9,13,1.7,43,6.3,507,74.4,57,8.4,39,5.7,45,6.6,43,6.3,64,9.4,65,9.5,41,6,50,7.3,57,8.4,54,7.9,53,7.8,46,6.8,0,0,17,2.5,40,5.9,27,4,440,64.6,1,0.1,32,4.7,174,25.6,0,0,364,53.5,7,10.4,10,14.9,67,36,53.7,0,0,67,9.8,14,20.9,9,1.3,134,19.7,157,23.1
'197902,0,0,26,12.3,0,0,0,0,0,0,0,0,0,0,0,.,0,0,.,0,0,0,.,.,31,14.2,219,0,0,1,0.5,0,0,0,0,26,11.9,64,29.2,14,6.4,20,9.1,11,5,9,4.1,21,9.6,22,10,21,9.6,14,6.4,17,7.8,15,6.8,12,5.5,20,9.1,0,0,20,9.1,10,4.6,13,5.9,31,14.2,1,0.5,1,0.5,155,70.8,0,0,46,21,-1,-1,-1,-1,16,5,31.3,0,0,16,7.3,7,43.8,0,0,72,32.9,187,85.4
'198901,2,0.9,57,12.1,2.6,2.8,0,0,0,3.4,0,3,0,6.7,0,0,0,0,0,0,0,0,0,40,45,9.2,487,6,1.2,17,3.5,64,13.1,6,1.1,36,7.4,288,59.1,29,6,41,8.4,37,7.6,33,6.8,37,7.6,33,6.8,35,7.2,40,8.2,36,7.4,34,7,25,5.1,38,7.8,0,0,29,6,37,7.6,32,6.6,67,13.8,0,0,17,3.5,199,40.9,0,0,171,35.1,8,16.3,9,18.4,49,22,44.9,0,0,49,10.1,10,20.4,15,3.1,132,27.1,335,68.8
'198902,4,4.9,34,20.6,0,0,0,0,0,0,9.1,0,10,0,.,.,.,0,0,.,0,0,0,0,7,4.2,166,0,0,1,0.6,133,80.1,2,1.1,0,0,156,94,9,5.4,8,4.8,9,5.4,11,6.6,15,9,12,7.2,14,8.4,12,7.2,12,7.2,10,6,10,6,19,11.4,0,0,7,4.2,8,4.8,17,10.2,26,15.7,0,0,1,0.6,10,6,0,0,24,14.5,0,0,5,21.7,23,12,52.2,0,0,23,13.9,6,26.1,0,0,77,46.4,7,4.2
'198903,1,0.2,124,10.7,0,2.6,0,1,1.2,0,0,0,1.2,4,0,0,25,0,0,0,0,0,0,13.3,145,11.6,1247,16,1.3,32,2.6,91,7.3,20,1.5,63,5.1,495,39.7,84,6.7,78,6.3,99,7.9,79,6.3,116,9.3,105,8.4,87,7,88,7.1,95,7.6,89,7.1,67,5.4,89,7.1,1,0.1,87,7,92,7.4,78,6.3,219,17.6,2,0.2,32,2.6,752,60.3,0,0,312,25,15,10.5,24,16.8,143,74,51.7,0,0,143,11.5,30,21,29,2.3,359,28.8,890,71.4
